INAME	GENE	CHR	SIMR_UP2_190FR	SIMR_UP2_244
YDL169C	UGX2	4	0.71	1.57
YNL198C		14	1.35	0.65
iGx249I		0	1.1	0.73
YER143W	DDI1	5	0.58	2.25
iMx355I		0	1.34	0.76
YJR024C		10	0.73	1.14
YIL049W	DFG10	9	1.97	0.44
iMx021I		0	1.51	0.5
YOR172W		15	1.44	0.52
YJL007C		10	0.66	1.22
YPR130C		16	1.22	0.69
YPL113C		16	1.47	0.89
iOx604I		0	1.76	1.02
YOR238W		15	2.01	0.54
iBx369I		2	1.48	0.51
YEL061C	CIN8	5	1	0.83
iLx398I		0	1.88	
iDx552I		0	1.56	0.62
iBx035I		0	2.34	0.34
YER144C	UBP5	5	0.82	1.58
iLx064I		0	0.44	1.69
iHx141I		0	1.57	0.48
iDx618I		0	1.43	0.67
iHx207I		8	0.83	1
iNx313I		0	1.1	0.9
iAx078I		0	1.31	0.62
YDR187C		4	1.91	0.44
iGx184I		0	0.23	3.61
iMx290I		0	1.84	0.49
YNL199C	GCR2	14	1.32	0.6
YOL090W	MSH2	15	0.73	1.21
YJR025C	BNA1	10	0.86	1
iMx022I		0	1.88	0.46
YOR173W		15	0.72	1.28
YJL008C	CCT8	10	1.42	0.58
YPR131C	NAT3	16	1.24	0.88
YOL156W	HXT11	15	2.15	0.49
iOx605I				0.5
YOR239W		15	1.77	0.36
iLx399I		0	2.14	
iDx553I		0	0.63	1.36
iBx036I		0	2.23	0.44
YER145C	FTR1	5	1.96	0.69
iLx065I		0	0.58	1.95
iHx142I		0	1.48	0.64
iDx619I		0	1.7	0.47
YOL157C		15	0.71	1.14
iHx208I		0	0.95	0.9
iNx314I		0	0.99	0.97
iAx079I		0	0.69	1.7
iGx185I		0	0.61	1.82
YPL114W		16	1.22	0.72
iMx291I		0	1.65	0.49
YEL062W	NPR2	5	0.85	1.07
YFL020C	PAU5	6	0.82	1.32
iMx357I		0	1.27	0.6
YOL091W	SPO21	15	1.8	0.49
iOx540I		0	0.99	0.84
iIx100I		0	1.8	
YOR174W	MED4	15	0.24	2.98
YPL115C	BEM3	16	0.49	2.27
iOx606I		0	1.88	0.49
YEL063C	CAN1	5	0.95	
iDx554I		0	0.51	1.66
iBx037I		0	0.52	2.2
YDR188W	CCT6	4	1.92	0.48
iLx066I		0	0.51	1.78
iHx143I		0	2.17	0.38
iDx220I		0	0.2	2.96
YOR175C		15	0.45	1.58
YOL158C		15	1.64	0.51
iHx209I		0	1.03	
iNx315I		0	0.77	1.49
YJR026W		10	1.75	0.76
YJL009W		10	1.17	0.79
YPR132W	RPS23B	16	0.76	1.33
iGx186I		0	2.31	0.38
YER080W		5	1.67	0.48
iMx292I		0	0.24	2.65
iMx358I		0	0.39	1.81
YER146W	LSM5	5	1.26	0.55
YOL092W		15	2.07	0.4
YPL050C	MNN9	16	1.02	1.09
iOx541I		0	1.83	0.37
iMx024I		0	2.1	0.35
iIx101I		0	1.19	0.59
YPR133C		16	0.72	1.06
iOx607I		0	2.06	0.86
YEL064C		5	0.45	1.67
iDx555I		0	0.63	2.16
iBx038I		0	1.56	0.49
YDR189W	SLY1	4	0.34	
YER147C		5	1.77	0.59
iLx067I		0	0.23	3.71
iHx144I		0	1.46	0.69
iDx221I		0	1.11	0.95
YOL159C				0.58
iNx250I		0	1.47	0.68
YFL021W	GAT1	6	0.93	1.01
iNx316I		0	0.56	1.42
YJR027W		10	0.83	1.48
YLR210W	CLB4	12	0.44	1.66
iGx187I				0.39
YPL116W	HOS3	16	0.51	1.84
iMx293I		0	1.12	1.01
YER081W	SER3	5	0.63	1.66
YFL022C	FRS2	6	0.33	2.66
iMx359I		0	0.59	1.73
YKL170W	MRPL38	11	0.31	3.21
YOL093W		15	2.17	0.36
iIx102I		0	2.12	0.7
iOx542I		0	0.37	2.69
iMx025I		0	0.5	1.54
YOR176W	HEM15	15	0.85	0.93
YLR211C		12	0.3	2.23
YPL117C	IDI1	16	1.08	0.83
iOx608I		0	1.27	1.05
iDx490I		0	1.68	0.45
YER082C		5	0.63	1.64
iDx556I		0	2.3	0.38
iBx039I		0	2.17	0.34
YOL094C	RFC4	15	2.47	0.36
iLx068I		0	0.35	2.27
iHx145I		0	1.43	0.47
iDx222I		0	1.03	0.74
YOR177C		15	1.1	0.68
iNx251I		0	1.08	0.79
iNx317I		0	0.21	3.31
YJR028W		10	1.8	0.87
YPL051W	ARL3	16	0.72	1.68
iPx500I		0	1.48	0.52
YPR134W	MSS18	16	1.64	0.45
iGx188I		0	0.37	1.68
iMx294I		0	1.63	
YEL065W	SIT1	5	0.53	1.91
YBL100C		2	1.69	0.42
YER148W	SPT15	5	0.61	1.29
YKL171W		11	0.56	1.95
iIx103I		9	2.62	0.38
iOx543I		0	1.16	0.61
iMx026I		0	1.21	0.68
YLR212C	TUB4	12	0.84	1.22
iDx491I		0	1.15	0.71
YER083C		5	1.81	0.59
iHx080I		0	0.61	0.97
iDx557I		0	2.63	0.32
YER149C	PEA2	5	0.59	1.47
YOL095C	HMI1	15	2.09	0.42
iLx069I		0	0.16	5.33
iHx146I		0	1.43	0.56
iDx223I		0	1.63	0.55
YOR178C	GAC1	15	1.63	0.6
YFR040W	SAP155	6	0.98	0.89
iNx252I		0	1.77	0.4
YFL023W		6	0.46	1.37
iNx318I		0	0.34	1.94
YJR029W		10	0.82	1.39
YPL052W		16	1.39	0.73
iPx501I		0	0.98	0.82
YPL118W	MRP51	16	0.89	0.95
iMx295I				0.5
YFR041C		6	0.59	1.54
YEL066W	HPA3	5	0.65	1.27
YER056C-A	RPL34A	5	1.77	0.57
YBL101C	ECM21	2	1.64	0.5
YFL024C	EPL1	6	0.81	
YKL172W	EBP2	11	1.2	0.9
YPL053C	KTR6	16	1.79	0.72
iIx104I		0	1.77	0.6
iOx544I		0	1.47	0.51
iMx027I		0	0.76	1.19
YPR136C		16	1.17	0.66
YLR213C	CRR1	12	1.87	0.62
iOx210I		0	1.18	0.63
YPL119C	DBP1	16	1.14	0.68
iDx492I		0	1.56	0.6
iHx081I		0	0.63	1.04
YEL067C		5	0.54	1.38
iDx558I		0	1.31	0.52
YOL096C	COQ3	15	2.18	0.4
iHx147I		0	0.68	1.39
iDx224I		0	0.88	1.14
YOR179C		15	1.9	0.39
iNx253I		0	1.09	1
iJx330I		0	2.25	0.34
YPR070W	MED1	16	1.69	0.47
iNx319I		0	0.62	1.16
iPx502I		0	0.5	1.53
iMx296I		0	0.31	2.13
YER084W		5	2.21	0.42
YFL025C	BST1	6	0.47	1.48
YGL250W		7	1.74	0.49
YKL173W	SNU114	11	1.94	0.58
iOx545I		15	0.93	0.77
iIx105I		9	1.15	0.71
iMx028I		0	0.78	0.93
iOx211I		0	1.61	0.61
iDx493I		0	1.67	0.51
YER085C		5	2.1	0.52
iHx082I		8	0.81	1.4
YEL068C		5	0.41	2.14
iDx559I		0	1.98	0.57
YOL097C	WRS1	15	1.92	0.45
YKL174C		11	1.62	0.84
YGL251C	HFM1	7	1.87	0.46
iHx148I		0	1.44	0.57
iDx225I		0	1.53	0.75
YFR042W		6	0.6	1.78
iNx254I		0	1.02	0.99
iJx331I		0	0.23	3.98
YBL102W	SFT2	2	1.29	0.53
YPR071W		16	1.3	0.63
YPL054W	LEE1	16	1.79	0.47
iPx503I		0	1.07	0.72
YPR137W	RRP9	16	0.77	
YLR214W	FRE1	12	1.02	1.11
iMx297I		0	0.21	4.91
YFR043C		6	0.5	2.05
YBR120C	CBP6	2	0.23	2.89
YBL103C	RTG3	2	2.36	0.4
iOx480I		0	1.17	0.71
iIx040I		0	1.78	0.4
YPL055C		16	2.66	0.37
iOx546I		0	1.14	0.54
iMx029I		0	0.79	0.89
iIx106I		0	0.8	1.15
YPR138C	MEP3	16	0.87	1.29
YLR215C		12	0.91	1.23
iOx212I		0	0.95	1
iDx494I		0	1.1	0.53
iHx083I		0	0.64	1.02
iDx160I		0	1.43	0.69
YEL069C	HXT13	5	1.26	0.83
YOL098C		15	0.4	1.36
YGL252C	RTG2	7	0.47	1.56
iHx149I		0	1.92	
iDx226I		0	0.5	1.85
iNx255I		0	0.24	2.64
iJx332I		0	0.71	1.09
YGR001C		7	0.27	3.52
YFL026W	STE2	6	0.52	1.37
YPR072W	NOT5	16	0.49	1.53
YIL015C-A		9	0.97	1.01
iPx504I		0	0.49	1.69
iMx298I		0	1.23	0.7
YER086W	ILV1	5	1.53	0.75
YFR044C		6	0.9	1.07
YBR121C	GRS1	2	0.79	0.96
YBL104C		2	1.94	
iOx481I		0	1.57	0.56
iIx041I		0	0.9	1.43
YFL027C		6	1.31	0.65
YPR073C	LTP1	16	0.27	2.89
YKL175W		11	1.46	0.77
YPL056C		16	2.25	0.44
iOx547I		0	0.5	1.98
iIx107I		0	1.62	0.52
YPR139C		16	1.39	0.81
YLR216C	CPR6	12	1.76	0.64
iOx213I		0	1.1	0.8
iDx495I		0	1.03	0.58
iDx161I				1.35
iHx084I		8	0.52	1.09
iNx190I		0	1.53	0.45
YOL099C		15	0.17	3.96
YKL176C		11	1.07	0.94
iDx227I		0	0.31	2.55
iNx256I		0	0.25	2.29
iJx333I		0	1.66	0.57
YGR002C		7	0.42	2.76
YLR150W	STM1	12	0.29	1.95
iPx505I		0	1.77	0.4
iMx299I		0	1.44	0.58
YER087W		5	0.65	1.77
YBR122C	MRPL36	2	1.82	0.4
iOx482I		0	1.7	0.45
iIx042I		0	1.81	0.45
YGR270W	YTA7	7	1.43	
YFL028C	CAF16	6	0.99	0.93
YBL105C	PKC1	2	0.84	
YPR074C	TKL1	16	0.74	0.92
YLR151C		12	0.22	3.82
YGL253W	HXK2	7	0.52	1.43
YPL057C	SUR1	16	2.06	0.46
iIx108I		0	0.48	1.73
iOx214I		0	0.93	0.77
iDx496I		0	1.86	0.52
YER088C	DOT6	5	0.95	0.94
iHx085I		0	0.69	1.08
iDx162I		0	1.75	0.45
iNx191I		0	1.71	0.68
iDx228I		0	0.72	1.27
iNx257I		0	1.53	0.66
iJx334I		0	1.76	0.47
YFR045W		6	0.84	0.95
iPx440I		0	0.56	1.62
iPx506I		0	1.97	0.36
YLR217W		12	2.01	0.41
YBL040C	ERD2	2	1.09	0.71
YFR046C		6	0.83	
YBR123C	TFC1	2	1.69	0.6
iIx043I		9	1.38	0.56
iOx483I		0	2.07	0.4
iEx120I		0	1.48	0.65
YGR271W		7	0.95	0.65
YFL029C	CAK1	6	0.55	
YBL106C	SRO77	2	1.11	
YPR075C	OPY2	16	1.94	0.43
YLR152C		12	0.51	2.17
YGL254W	FZF1	7	1.97	0.38
YKL177W		11	0.83	0.91
YPL058C	PDR12	16	1.25	0.81
iOx549I		0	0.54	1.79
iIx109I		0	0.91	0.89
YLR218C				0.49
YGR003W		7	0.42	2.5
iOx215I		0	0.31	3.67
iDx497I		0	0.33	3.45
YER089C	PTC2	5	1.34	0.51
iHx086I		0	0.78	0.99
iDx163I		0	1.98	0.38
YGR272C		7	0.37	2.05
YKL178C	STE3	11	1.08	0.92
iDx229I		0	1.72	0.69
iNx258I		0	1.95	0.37
iJx335I		0	1.36	0.58
iPx441I		0	1.31	0.72
iJx001I		0	0.92	1.22
YMR110C		13	0.35	2.4
iPx507I		0	2.12	0.41
YFR047C		6	1.55	0.57
iOx484I		0	1.87	0.53
iIx044I		0	1.14	0.77
iEx121I		0	0.7	1.2
YBL107C		2	1.35	0.59
YGL255W	ZRT1	7	1.96	0.43
iOx150I		0	0.89	0.93
YGR004W		7	0.27	4.26
iOx216I		0	0.54	1.31
iDx498I		0	1.91	0.57
YGL190C	CDC55	7	1.14	0.75
iHx087I		0	0.39	2.12
iDx164I		0	1.52	0.71
YGR273C		7	0.44	1.46
iNx193I		0	2.05	0.36
iJx270I		0	0.24	2.74
YKL179C		11	0.68	
YBL041W	PRE7	2	1.24	0.67
YBR124W		2	1.72	0.55
iNx259I		0	1.49	0.41
iJx336I		0	1.69	0.51
YGR005C	TFG2	7	0.34	2.98
iPx442I		0	0.95	0.83
iJx002I		0	0.83	1.85
YPR076W		16	1.96	0.37
YMR111C		13	1.75	0.53
YPL059W	GRX5	16	0.87	1.02
iPx508I		0	1.71	0.57
YLR219W		12	1.39	0.91
YBL042C	FUI1	2	1.69	0.45
YBR125C	PTC4	2	2.25	0.52
iOx485I		0	1.98	0.42
iIx045I		0	0.98	0.75
iEx122I		0	0.62	1.32
YPR077C		16	2.34	0.31
YLR154C		12	1.15	0.95
YGL256W	ADH4	7	0.77	
iOx151I		0	0.27	2.38
iOx217I		0	0.65	1.22
iDx499I		0	1.04	0.78
iHx088I		0	0.71	1.12
iDx165I		0	1.76	0.49
YGR274C	TAF145	7	0.91	0.86
iNx194I		0	1.88	0.36
iJx271I		0	1.97	0.47
YGL257C	MNT2	7	1.67	0.5
iJx337I		0	1.17	0.69
YFR048W		6	0.89	1
YBL108W		2	0.87	1.09
iPx443I		0	1.3	0.71
iLx520I		0	0.89	0.98
iJx003I		0	1.18	1.35
YMR112C	MED11	13	1.67	0.44
iPx509I		0	0.56	1.35
YNL320W		14	0.79	1.08
YBR060C	ORC2	2	1.94	0.4
YGL191W	COX13	7	0.84	0.91
YBR126C	TPS1	2	1.89	0.45
iOx486I		0	1.22	0.74
iIx046I		0	2.31	0.39
YPR078C		16	2.83	0.43
YLR155C	ASP3-1	12	1.48	0.82
iOx152I		0	0.32	2.19
YGR006W	PRP18	7	0.62	1.29
iOx218I		0	0.42	1.46
iHx089I		0	0.5	2.18
iDx166I		0	0.7	1.17
iNx195I		0	2	0.43
iJx272I		0	0.62	1.42
YBL043W	ECM13	2	1.71	
iJx338I		0	1.04	0.71
YFR049W	YMR31	6	0.34	2.49
YBL109W		2	0.77	1.73
iPx444I		0	0.47	2.16
iLx521I		0	2.44	0.3
iJx004I		0	1.78	0.49
iPx110I		0	0.48	1.21
YNL321W		14	1.3	0.74
YBR061C		2	0.56	1.8
YGL192W	IME4	7	0.63	
YBR127C	VMA2	2	1.85	0.55
iOx487I		0	1.06	0.87
iIx047I		0	1.87	0.53
iEx124I		0	0.27	3.99
YGR275W	RTT102	7	1.98	0.47
YDR310C	SUM1	4	1.27	0.84
YGL258W		7	1.57	0.63
iOx153I		0	0.94	1.21
iKx230I		0	1.05	0.75
YCL001W	RER1	3	1.33	0.69
YNL322C	KRE1	14	1.58	0.51
iOx219I		0	0.9	1.13
YML030W		13	1.23	0.7
YGR007W	MUQ1	7	0.4	2.06
YMR113W		13	1.26	0.76
YGL193C		7	0.85	0.78
iDx167I		0	1.46	0.46
YGR276C	RNH70	7	2.15	0.55
iNx196I		0	1.03	0.8
iJx273I		0	0.98	0.74
YBL044W		2	1.72	
YCL002C		3	0.61	0.64
YLR090W	XDJ1	12	1.15	0.87
iJx339I		0	2.04	0.39
YGR008C	STF2	7	0.32	2.44
iPx445I		0	1.04	0.81
iLx522I		0	0.98	1.11
iJx005I		0	0.39	2.41
YPR079W		16	2.4	0.34
YLR156W		12	1.08	1.05
YMR114C		13	1.27	0.69
iPx111I				1.08
YBR062C		2	0.85	1.09
YBL045C	COR1	2	1.03	0.67
YBR128C	APG14	2	2.09	0.44
iOx488I		0	1.4	0.74
iIx048I		0	1.8	0.45
iEx125I		0	1.14	0.77
YLR157C	ASP3-2	12	1.53	0.75
YGL259W	YPS5	7	1.31	0.55
iOx154I		0	1.94	0.47
iKx231I		0	0.67	1.6
YML031W	NDC1	13	1.67	0.74
YGL194C	HOS2	7	0.52	1.49
iDx168I		0	0.48	2.52
YGR277C		7	2.95	0.35
iNx197I		0	0.84	1.04
iJx274I		0	0.52	0.89
YCR020C	PET18	3	0.48	1.85
iPx380I		0	2.11	
YLR091W		12	0.79	1.57
YGR009C	SEC9	7	0.38	2.11
YML032C	RAD52	13	0.61	0.99
YDR311W	TFB1	4	2.05	0.55
iLx523I		0	0.68	1.29
iJx006I		0	1.58	0.62
iPx446I	TOM5	16	1.27	0.64
iPx112I		0	0.4	2.77
YNL323W		14	1.53	0.47
YBR063C		2	1.44	0.8
iEx060I		5	1.36	0.57
YBR129C	OPY1	2	2.04	0.54
iOx489I		0	1.07	0.8
iIx049I		0	0.23	2.95
iEx126I		0	1.19	0.65
iOx155I		0	1.41	0.49
iKx232I		0	0.92	0.8
YMR115W		13	0.52	1.54
iDx169I		0	1.06	0.88
iJx275I		10	0.91	0.92
iNx198I		0	1.88	0.42
YBL046W		2	0.99	0.83
YCR021C	HSP30	3	0.66	1.36
iPx381I		0	2.11	0.42
YLR092W	SUL2	12	1.07	1.09
YMR050C		13	0.82	1.38
YDR312W	SSF2	4	1.08	0.93
iPx447I		0	1.38	0.54
iLx524I		0	0.94	0.86
iJx007I		0	1.64	0.52
YMR116C	ASC1	13	0.65	0.96
iPx113I		16	0.43	1.87
YNL324W		14	1.93	0.42
iEx061I		0	1.42	0.64
YBL047C		2	0.67	0.92
YLR093C	NYV1	12	1.33	0.8
YGL195W	GCN1	7	0.75	
iOx090I		0	1.23	0.57
iEx127I		0	1.64	0.44
YGR278W		7	1.59	0.63
YDR313C	PIB1	4	0.73	1.81
iGx310I		0	0.68	1.16
iOx156I		0	1.38	0.63
iKx233I		0	0.92	0.81
YCL004W	PGS1	3	1.68	0.4
YNL325C	FIG4	14	1.76	0.58
YIL110W		9	0.37	2.73
YGR279C	SCW4	7	1.43	0.88
YBR064W		2	1.51	0.66
iNx199I				0.59
iJx276I		0	1.02	0.79
iBx430I		0	0.79	1.05
YCR022C		3	0.85	1.11
iPx382I		0	2.38	0.33
YHR170W	NMD3	8	1.76	0.49
YMR051C		13	1.71	0.8
YDL230W	PTP1	4	1.19	0.34
iPx448I		0	1.82	0.59
iLx525I		0	1.35	0.56
iJx008I		0	1.18	0.61
YLR159W		12	1.01	0.89
YMR117C				0.35
iPx114I		0	0.56	1.69
YBR065C	ECM2	2	1.74	0.53
iEx062I		0	1.22	0.61
YLR094C	GIS3	12	2.04	0.54
YGL196W		7	2.11	0.39
iOx091I		0	0.94	0.97
YDL231C		4	0.99	0.84
iEx128I		0	1.68	0.5
YDR314C		4	1.88	0.51
YNL260C		14	0.31	2.77
iOx157I		0	1.21	1.07
iKx234I		0	1.53	0.39
iGx311I		0	0.45	1.86
YCL005W		3	1.45	0.51
YNL326C		14	0.82	0.99
YIL111W	COX5B	9	0.81	1.41
YML034W	SRC1	13	1.27	0.72
YOR300W		15	1.83	0.43
iJx277I		0	1.01	1.1
iBx431I		0	1.17	0.71
YCR023C		3	0.54	1.2
YBL048W		2	0.45	1.4
iPx383I		0	0.6	1.82
iLx460I		0	0.26	3.51
iFx020I		0	0.67	1.7
YHR171W	APG7	8	1.56	0.56
YCL006C		3	1.67	0.42
iPx449I		0	1.29	0.61
iLx526I		0	1.44	0.76
iJx009I		0	0.56	1.67
YMR118C		13	2.1	0.37
iPx115I		0	0.59	1.79
YBR066C	NRG2	2	2.07	0.4
iGx580I		0	1.32	0.59
iEx063I		0	0.75	1.3
YLR095C		12	1.7	0.59
YGL197W	MDS3	7	1.86	0.49
iOx092I		0	1.87	0.44
iEx129I		0	1.41	0.79
YDR315C	IPK1	4	1.98	0.44
iOx158I		0	1.11	0.78
iKx235I		0	1.37	0.94
iGx312I		0	0.53	1.48
YMR052W	FAR3	13	1.1	0.86
YIL112W		9	1.21	0.91
YOR301W	RAX1	15	2.02	0.39
iJx278I		0	1.53	0.51
YCR024C		3	1.21	0.77
YBL049W		2	0.55	1.33
iPx384I		0	1.34	0.74
iLx461I		0	0.34	2.49
iFx021I		0	0.68	1.02
YHR172W	SPC97	8	1.42	0.56
YCL007C	CWH36	3	1.4	0.51
YMR053C	STB2	13	1.47	0.63
YDL232W	OST4	4	0.6	1.56
iPx050I		0	1.93	0.45
iLx527I		0	0.66	
YNL261W	ORC5	14	0.34	2.24
iPx116I		0	0.32	2.17
YNL327W	EGT2	14	0.81	1.11
YNR010W	CSE2	14	0.16	3.94
YBR067C	TIP1	2	1.45	0.75
iGx581I		0	1.29	0.96
iEx064I		0	0.22	2.91
YHR173C		8	1.78	0.46
YDR250C		4	1.79	0.61
YGL198W		7	2.58	0.29
iOx093I		0	2.06	
iKx170I		0	1.46	0.59
iOx159I		0	0.24	3.07
iKx236I		0	0.61	1.55
iGx313I		0	0.51	2.05
YNL328C	MDJ2	14	1.87	0.39
YNR011C	PRP2	14	0.23	2.74
YIL113W		9	2.05	0.42
YML036W		13	0.83	1.17
YGL199C		7	2.54	0.31
YOR302W		15	1.28	0.41
iJx279I		0	0.65	0.62
iBx433I		0	1.31	0.59
YCR025C		3	1.96	0.48
iPx385I		0	1.21	0.5
iLx462I		0	1.93	
iFx022I		0	1.97	0.41
YLR096W	KIN2	12	0.79	
YCL008C	STP22	3	1.15	0.71
YDL233W		4	1.1	0.83
iPx051I		0	1.84	
YML037C		13	1.3	0.66
YIL114C	POR2	9	2.27	0.5
iLx528I		0	1.06	0.77
YDR316W		4	1.18	0.65
YNL262W	POL2	14	0.94	
iPx117I		0	1.42	
YBR068C	BAP2	2	1.65	0.55
iGx582I		0	1.93	0.43
iEx065I		0	2.04	0.39
YLR097C		12	0.28	2.93
iOx094I		0	2.12	0.33
iKx171I		0	0.67	1.66
YDL234C	GYP7	4	1.57	0.43
YNL263C	YIF1	14	2.11	0.35
iKx237I		0	1.55	0.54
iGx314I		0	0.54	1.95
iMx420I		0	1.94	0.39
YNL329C	PEX6	14	1.17	0.88
YMR054W	STV1	13	1.27	0.98
YOR303W	CPA1	15	1.77	0.49
iBx434I		0	1.39	0.57
YCR026C		3	1.42	0.65
iBx100I		0	1.99	0.38
YDR251W	PAM1	4	1.21	0.96
iPx386I		0	1.01	0.89
iLx463I		0	1.91	0.46
iFx023I		0	0.64	1.25
YHR174W	ENO2	8	1.23	0.93
YCL009C	ILV6	3	1.31	0.59
YMR055C	BUB2	13	0.73	1.27
iPx052I		0	1.24	0.65
YML038C	YMD8	13	0.65	1.42
YIL115C	NUP159	9	1.25	
iLx529I		0	1.28	
YDR317W		4	1.12	0.76
YNR012W	URK1	14	0.25	3.17
YBR069C	VAP1	2	1.51	
iGx583I		0	1.11	0.93
iEx066I		0	1.06	0.83
iOx095I		0	2.3	0.36
iKx172I		0	0.57	1.45
YDL235C	YPD1	4	0.85	0.7
YNL264C	PDR17	14	1.16	0.66
iKx238I		0	1.62	0.44
iGx315I		0	1.01	0.79
iMx421I		0	0.36	2.46
YNR013C		14	0.38	2.46
YOR304W	ISW2	15	0.62	0.96
iBx435I		0	1.13	1.11
YCR027C	RSG1	3	1.92	0.5
iBx101I		0	1.42	0.43
YDR252W	BTT1	4	0.7	1.97
iPx387I		0	0.53	2.15
iLx464I		0	1.04	
iFx024I		0	1.29	0.79
YHR175W	CTR2	8	1.12	1.08
YMR056C	AAC1	13	1.37	0.59
iPx053I		0	2.1	0.42
iLx130I		0	1.69	0.4
YDR318W	MCM21	4	0.97	0.93
iPx119I		0	1.35	0.53
iGx584I		0	1.95	0.3
iEx067I		0	2.27	0.43
YLR099C	ICT1	12	1.48	0.56
YDR253C	MET32	4	0.59	2.21
iGx250I		7	0.98	0.87
iOx096I		0	2.61	
iKx173I		0	0.58	1.41
YDR319C		4	0.62	
YNL265C	IST1	14	0.52	1.57
iGx316I		7	1.21	0.7
iKx239I		0	0.17	5.24
YIL050W	PCL7	9	2.46	0.41
iMx422I		0	1.18	0.69
YER007C-A		5	0.14	5.26
YIL116W	HIS5	9	0.76	1.6
YML039W		13	0.67	1.47
iBx370I		0	1.42	0.56
YOR305W		15	0.32	2.93
YDL170W	UGA3	4	1.06	0.68
YCR028C	FEN2	3	0.84	1.23
iBx102I		0	1.38	0.85
YIL051C	MMD1	9	2.37	0.43
iLx465I				0.51
iPx388I		0	0.95	0.96
iFx025I		0	0.54	1.21
YHR176W		8	1.49	0.73
YMR057C		13	1.19	0.52
YDL236W	PHO13	4	1.25	0.64
iPx054I		0	1.62	
iLx131I		0	1.61	0.66
YIL117C		9	0.92	0.89
YOR306C		15	0.45	1.82
YNR014W		14	0.75	
iGx585I		0	2.5	0.57
iEx068I		0	0.84	0.9
iOx097I		0	2.41	0.33
iKx174I		0	0.72	1.17
iGx251I		0	1.2	1.12
iGx317I		0	0.96	0.48
iMx423I		0	0.73	1.27
YOR240W		15	1.56	0.58
iBx371I		0	2.33	0.4
YIL052C	RPL34B	9	1.6	0.6
iBx103I		2	1.24	0.9
iPx389I		0	0.39	1.95
iLx466I		0	1.42	0.51
iFx026I		0	0.42	2.33
iDx620I		0	1.77	0.51
YHR177W		8	2.16	0.54
YDR254W	CHL4	4	0.45	3.24
YDL237W		4	0.71	0.52
iPx055I		0	2.13	0.41
iLx132I		0	0.37	2.56
YNL266W		14	0.48	1.7
iAx080I		0	0.17	3.94
YOR307C	SLY41	15	1.49	0.57
YNR015W	SMM1	14	0.46	1.9
YDL172C		4	0.52	1.55
iGx586I		0	1.98	0.45
iEx069I		0	0.42	1.87
YDR255C		4	0.5	1.9
YDL238C				0.58
iOx098I		0	2.32	0.3
iKx175I		0	0.79	1.08
iGx252I		0	1	0.97
iGx318I		0	1.41	0.56
YJL010C		10	1.08	0.68
iMx424I		0	1.01	0.87
YMR058W	FET3	13	1.57	0.65
YNR016C	ACC1	14	1	
YIL118W	RHO3	9	0.75	1.18
YOR241W		15	0.39	1.74
iBx372I		0	1.51	0.8
iLx467I		0	0.3	1.92
iFx027I		0	1.17	0.57
iDx621I		0	1.86	0.63
iBx104I		0	0.56	1.85
YHR178W	STB5	8	1.92	0.67
iPx056I		0	2.42	0.27
iLx133I		0	1.17	0.67
iHx210I		0	0.52	2.44
YIL119C	RPI1	9	1.32	0.87
YOR242C	SSP2	15	0.27	3.78
YNL267W	PIK1	14	0.99	0.75
iAx081I		0	0.47	1.98
YOR308C	SNU66	15	2.1	0.46
YDR190C	RVB1	4	0.74	1.59
iGx587I		0	0.3	2.75
YDR256C	CTA1	4	0.57	1.75
iOx099I		0	0.41	2.07
iKx176I		0	1.36	0.54
iGx253I		0	1.98	0.49
YDL239C		4	0.41	1.73
iGx319I		0	1.87	0.46
YIL053W	RHR2	9	1.43	0.61
YJL011C		10	0.86	1.03
iMx425I		0	1.49	0.55
YMR059W	SEN15	13	1.33	0.59
YPR200C	ARR2	16	1.76	0.6
iBx373I		0	2.14	0.46
YDL173W		4	0.56	1.39
iLx468I		0	0.74	1.09
iFx028I		0	1.51	0.67
iDx622I		0	0.68	0.8
iBx105I		0	0.57	1.27
YHR179W	OYE2	8	1.45	0.78
iPx057I		0	2.17	0.43
iLx134I		0	1.95	0.41
iHx211I		0	1.41	0.54
YOR243C		15	0.76	0.97
YNL268W	LYP1	14	2.6	0.39
iAx082I		1	0.32	1.56
YOR309C		15	1.25	0.62
YNR017W	MAS6	14	1.57	0.45
YDL174C	DLD1	4	0.67	
iGx588I		0	0.52	1.48
YDR257C	RMS1	4	0.8	1.23
iKx177I		0	1.15	0.72
iGx254I		0	0.69	1.01
iMx360I		0	1.34	0.6
YIL054W		9	1.53	0.43
YJL012C		10	0.93	1.02
iMx426I		0	0.48	1.82
YOL160W		15	0.83	0.68
iBx374I		0	0.45	2.04
iBx040I		0	1.53	0.56
YDR191W	HST4	4	1.14	0.85
YIL055C		9	0.66	2.17
iLx469I				0.31
iBx106I		0	0.85	1.48
iFx029I		0	2.11	0.44
iDx623I		0	1.42	0.64
YOL161C		15	0.61	1.04
iPx058I		0	0.86	1.03
iLx135I		0	1.67	
iHx212I		0	1.3	0.6
YNL269W		14	2.76	0.32
iAx083I		0	0.28	2.35
YDR192C	NUP42	4	0.98	1.1
YNR018W		14	2.08	0.4
YDL175C		4	0.34	2.73
iGx589I		0	0.48	2.24
YPR201W	ARR3	16	2.12	0.43
YDR258C	HSP78	4	1.2	0.78
iKx178I		0	1.36	0.62
iGx255I		0	0.39	2.71
