INAME	GENE	CHR	SIMR_UP2_190FR	SIMR_UP2_244
YGR171C	MSM1	7	0.54	1.52
iNx091I		0	1.08	1
YGL154C	LYS5	7	1.31	0.63
iDx128I		0	2.1	0.39
YGR237C		7	0.53	1.3
YBR022W		2	0.27	2.92
iNx157I		0	2.29	0.16
iJx234I		0	0.3	3.15
YBL005W	PDR3	2	1.04	0.85
iPx340I		0	1.54	0.45
YBR291C	CTP1	2	0.38	2.16
iPx406I		0	1.75	0.43
iEx354I		0	0.76	1.5
YDR540C		4	1.56	0.43
YBR023C	CHS3	2	0.53	1.41
iOx383I		0	1.83	0.39
YBL006C		2	1.34	0.5
iEx020I		0	1.66	0.56
YKL077W		11	0.55	2.33
iOx449I		0	0.74	1.05
iIx009I		0	1.92	0.5
iGx603I		0	1.4	0.69
YLR118C		12	1.33	0.55
iOx115I		0	2.01	0.4
iDx397I		0	0.18	4.08
YAL049C		1	0.26	3.05
iDx063I		0	1.77	0.47
YGR172C	YIP1	7	1.26	0.62
iNx092I				0.38
iDx129I		0	2.01	0.4
YGR238C	KEL2	7	1.39	0.59
iNx158I		0	0.8	0.86
iJx235I		0	0.41	1.82
YLR386W		12	1.24	0.73
iPx341I		0	1.5	0.44
YLR052W		12	1.87	
YLL035W		12	0.58	1.55
YBR292C		2	0.73	1.05
iPx407I		0	2.36	0.45
YAR066W		1	1.69	0.75
iEx355I		0	0.92	1.77
YLR387C		12	0.82	1
YDR541C		4	1.77	0.44
iOx384I		0	2.06	0.37
YKR095W	MLP1	11	0.97	0.85
YBL007C	SLA1	2	0.44	1.44
iEx021I		0	0.58	1.54
YLR053C		12	1.4	0.59
YHR130C		8	0.6	1.7
YGL155W	CDC43	7	1.61	0.62
YKL078W		11	1.31	0.87
iOx050I		0	1.58	0.49
YLL036C	PRP19	12	2.06	0.44
iGx604I		0	1.65	0.47
iOx116I		0	2.28	0.35
iDx398I		0	1.3	0.59
YMR010W		13	1.14	0.92
iDx064I		0	1.23	0.49
iNx093I		0	1.26	0.63
iJx170I		0	1.52	0.49
YGR239C	PEX21	7	1.24	0.65
YBR024W	SCO2	2	1.06	0.64
iNx159I		0	1.1	0.87
iJx236I		0	0.3	2.9
iPx342I		0	1.26	0.81
iPx408I		0	1.84	0.32
YLR119W	SRN2	12	1.1	0.83
iEx290I		0	0.69	2.16
YGL090W	LIF1	7	1.43	0.57
YBR025C		2	1.15	0.64
iOx385I		0	1.76	0.8
YGR173W		7	0.78	1.23
iEx022I		0	1.62	0.58
YLR054C		12	1.19	0.72
YHR131C		8	1.13	0.81
YGL156W	AMS1	7	1.65	0.5
YKL079W	SMY1	11	1.74	0.76
iOx051I		0	0.3	2.71
iGx605I		0	1.19	0.92
iOx117I		0	0.81	1.07
iDx399I		0	1.49	0.51
YMR011W	HXT2	13	1.16	1.05
YGL091C	NBP35	7	0.54	1.34
iDx065I		4	0.77	0.91
YBR293W		2	1	0.9
YGR174C	CBP4	7	0.48	1.49
iNx094I		0	1.31	0.59
iJx171I		0	0.52	1.65
YMR280C	CAT8	13	0.47	
YLR388W	RPS29A	12	1.26	0.65
YDR542W		4	0.84	1.29
iPx343I		0	0.23	3.42
iLx420I		0	2.16	0.32
YLL037W		12	1.65	0.45
iPx409I		0	1.28	0.86
YNL220W	ADE12	14	1.21	0.81
iEx291I		5	0.7	1.8
YAR068W		1	2.13	0.6
YLR389C	STE23	12	0.73	1.11
YDR543C		4	0.76	
YBR026C	MRF1'	2	1.17	0.71
iAx100I		0	1.29	0.77
iOx386I		0	1.75	0.54
iGx540I		0	1	0.82
YKR097W	PCK1	11	0.51	1.57
iEx023I		0	1.9	0.39
YLR055C	SPT8	12	1.46	0.79
YHR132C	ECM14	8	1.81	0.45
YGL157W		7	1.67	0.54
iOx052I		0	0.73	1.01
YLL038C	ENT4	12	1.9	0.49
iGx606I		0	0.81	1.23
YNL221C	POP1	14	1.39	0.56
iOx118I		0	2.01	0.38
YAR069C		1	2.11	0.55
YMR012W	CLU1	13	0.76	
YBR294W	SUL1	2	1.18	0.85
iDx066I		0	0.33	2.8
YKR098C	UBP11	11	0.73	1.15
iNx095I		0	1.8	
iJx172I		0	0.21	3.37
iJx238I		0	0.4	1.85
YBL009W		2	0.83	1.26
iPx344I		0	1.25	0.51
iLx421I		0	1.72	0.46
YMR013C	SEC59	13	0.46	2.46
iPx010I		0	2.45	0.46
iEx292I		0	0.88	1.34
YGL092W	NUP145	7	0.72	
YDR544C		4	0.75	1.41
YBR027C		2	1.25	0.76
YHL050C		8	1.62	0.8
iAx101I		0	1.02	1.2
iOx387I		0	0.71	1.18
iGx541I		0	1.47	0.58
iEx024I		0	1.77	0.47
YHR133C		8	1.29	0.68
YGL158W	RCK1	7	2.14	0.42
iOx053I		0	1.32	0.68
iKx130I		0	2.21	0.42
YLL039C	UBI4	12	1.33	0.63
iGx607I		0	1.46	0.51
iOx119I		0	2.12	0.37
YBR295W	PCA1	2	1.76	0.48
iDx067I		0	1.81	0.46
iNx096I		0	1.45	0.55
iJx173I		0	0.77	1.16
YMR282C	AEP2	13	1.22	0.79
iJx239I		0	0.43	2.46
YDR210W		4	1.29	0.5
iPx345I		0	1.89	0.35
iLx422I		0	0.53	1.7
YLR056W	ERG3	12	1.97	0.51
iPx011I		0	1.37	0.59
YBR296C	PHO89	2	0.94	0.94
YNL222W	SSU72	14	0.59	1.61
iEx293I		0	1.67	0.54
YGL093W	SPC105	7	2.46	0.33
YBR028C		2	1.38	0.59
iAx102I		0	0.86	1.22
iOx388I		0	1.54	
iGx542I		0	0.59	1.3
YKR099W	BAS1	11	1.13	0.67
YGR176W		7	1.61	0.54
iEx025I		0	0.69	1.06
YGL159W		7	1.6	0.42
iOx054I		0	1.73	0.49
iKx131I		0	0.58	1.65
iGx608I		0	1.04	0.73
YMR014W		13	0.4	2.92
YGL094C	PAN2	7	1.11	0.7
iDx068I		0	1.21	0.69
iJx174I		10	0.86	0.96
iNx097I		0	0.27	2.85
YMR283C	RIT1	13	1.99	0.57
iPx280I		0	1.01	0.63
YDR545W				0.8
YDR211W	GCD6	4	1.98	0.4
iPx346I		0	1.5	0.55
iLx423I		0	2.06	0.47
YLR057W		12	0.58	2.06
YHR134W		8	1.33	0.69
YMR015C	ERG5	13	0.38	2.92
iPx012I		0	0.89	1.06
YNL223W	AUT2	14	1.23	0.73
iEx294I		0	1.05	0.9
YBR029C	CDS1	2	1.81	0.56
iAx103I		0	0.98	0.83
iOx389I		0	2	
iGx543I		0	0.3	2.64
iEx026I		0	1.01	0.79
YLR058C	SHM2	12	0.58	1.72
YHR135C	YCK1	8	1.28	0.65
iKx132I		0	1.99	0.48
iGx609I		0	1.6	0.61
YNL224C		14	1.69	0.54
YGL095C	VPS45	7	0.39	1.98
YBR297W	MAL33	2	1.21	0.63
iDx069I		0	1.65	0.47
iNx098I		0	1.33	0.54
iJx175I		0	0.93	0.75
YDR480W	DIG2	4	1.41	0.64
iPx281I		0	1.8	0.37
YDR212W	TCP1	4	1.72	0.54
iPx347I		0	1.1	0.46
iLx424I		0	0.34	3.19
YMR016C	SOK2	13	1.13	0.96
iPx013I		0	1.71	0.42
YBR298C	MAL31	2	0.14	4.5
YDR481C	PHO8	4	1.11	0.7
iGx544I		0	1.52	0.44
iAx104I		0	1.44	0.6
iEx027I		0	0.61	1.4
YLR059C	YNT20	12	1.8	0.45
YHR136C	SPL2	8	1.64	0.49
iOx056I		0	2	0.41
iKx133I		0	1.91	0.38
YMR284W	YKU70	13	0.69	1.35
iGx210I		0	1.4	0.51
YNL225C	CNM67	14	1.33	0.7
YIL010W	DOT5	9	0.48	1.93
YGR179C		7	2.14	0.52
iNx099I		0	2.05	0.39
iJx176I		0	1.55	0.44
iBx330I		0	0.43	2.11
YMR285C		13	0.87	1.35
iPx282I		0	1.7	0.51
YHR070W		8	1.97	0.37
YDL130W	RPP1B	4	1.49	0.65
YDR213W		4	0.79	
iPx348I		0	0.89	0.65
iLx425I		0	1.4	0.48
iPx014I		0	2.31	0.45
iEx296I		0	0.63	1.37
YDR482C		4	1.94	0.47
YGL096W		7	1.73	0.42
iGx545I		0	1.29	0.82
iAx105I		0	1.14	0.97
iEx028I		0	1.27	0.83
iOx057I		0	1.82	0.42
iKx134I		0	1.52	0.62
iGx211I		0	0.36	2
YIL011W		9	0.63	1.13
YMR017W	SPO20	13	1.58	0.57
YBR299W	MAL32	2	0.44	1.9
YOR200W		15	1.95	0.48
iJx177I		0	1.3	0.62
iBx331I		0	0.42	2.25
iPx283I		0	0.47	2.04
iLx360I		0	1.03	0.78
YHR071W	PCL5	8	1.44	0.53
YDL131W	LYS21	4	1.72	0.6
YDR214W		4	1.83	0.43
iPx349I		0	0.2	3.12
iLx426I		0	1.55	0.43
YHR137W	ARO9	8	1.15	0.84
YNL160W	YGP1	14	1.02	0.83
iPx015I		0	1.8	0.45
YOR201C	PET56	15	2.27	0.37
YNL226W		14	1.41	0.57
iEx297I		0	0.38	2
iAx040I		0	1.97	0.58
iGx480I		0	0.42	2.12
YGL097W	SRM1	7	1.65	0.48
iGx546I		0	0.99	0.82
iAx106I		0	1.27	0.79
iEx029I		0	1.96	0.49
YHR138C		8	1.11	0.72
YDR215C		4	0.98	0.9
iOx058I		0	1.62	0.52
iKx135I		0	1.02	0.94
YMR286W	MRPL33	13	0.93	1.03
iGx212I		0	0.93	0.91
YNL227C		14	1.64	0.53
YIL012W		9	0.77	1.12
YMR018W		13	1.49	0.66
iJx178I		0	0.92	0.91
YDR483W	KRE2	4	1.4	0.56
iBx332I		0	0.61	1.21
YMR287C	MSU1	13	1	
iPx284I		0	1.35	0.57
iLx361I		0	0.22	3.5
YHR072W	ERG7	8	1.87	0.42
YIR030C	DCG1	9	0.62	1.97
YDL132W	CDC53	4	1.15	0.76
YIL013C	PDR11	9	0.74	
iLx427I		0	0.84	1
YNL161W	CBK1	14	1	0.74
iPx016I		0	1.58	0.52
iEx298I		0	1.27	0.54
iGx481I		0	1.09	0.74
iAx041I		0	2.19	0.4
YGL098W		7	1.68	0.52
iKx070I		0	1.36	0.67
iGx547I		0	2.05	0.32
iAx107I		0	1.24	0.82
YHR139C	SPS100	8	1.56	0.57
iOx059I		0	1.12	0.66
iKx136I		0	1.01	0.84
iGx213I		0	2.14	0.47
YMR019W	STB4	13	1.01	0.78
YDR484W				1.39
iJx179I		0	0.67	1.43
iBx333I		0	2.21	0.45
YDR150W	NUM1	4	0.62	
iPx285I		0	1.37	0.63
iLx362I		0	1.32	0.63
YHR073W		8	1.18	0.67
YIR031C	DAL7	9	0.94	1.28
YDL133W		4	2.49	0.37
YDR216W	ADR1	4	0.71	1.49
iLx428I		0	1.73	0.46
YNL162W	RPL42A	14	1.35	0.51
YOL120C	RPL18A	15	1.69	0.47
iPx017I		0	1.66	0.44
YNL228W		14	1.56	0.51
iEx299I		0	2.18	0.64
YDR485C		4	0.39	1.52
iGx482I				0.63
iAx042I		0	2.13	0.35
YDR151C	CTH1	4	0.46	1.62
YGL099W		7	1.56	0.5
iKx071I		0	1.28	0.69
YDL134C	PPH21	4	1.56	0.67
iGx548I		0	1.94	0.46
iAx108I		0	0.9	0.98
YDR217C	RAD9	4	0.45	1.86
YNL163C		14	1.46	0.52
iKx137I		0	0.26	2.86
YMR288W		13	1.32	0.87
iGx214I		0	0.99	1.16
iMx320I		0	1.31	0.63
YNL229C	URE2	14	1.5	0.49
YIL014W	MNT3	9	0.54	1.91
YOR203W		15	1.42	
iBx334I		0	1.56	0.62
iPx286I		0	1.46	0.53
iLx363I		0	0.64	1.35
YHR074W		8	0.4	1.57
YIR032C	DAL3	9	1.76	0.56
iLx429I		0	1.48	0.46
YOL121C	RPS19A	15	1.38	0.53
iPx018I		0	0.95	1.16
YDR486C		4	1.9	0.44
iGx483I		0	0.55	1.93
iAx043I		0	0.74	1.34
YHR075C		8	0.22	3.18
YDL135C	RDI1	4	0.62	1.39
iGx549I		0	0.36	2.81
iAx109I		0	1.25	0.84
YDR218C	SPR28	4	2.03	0.5
YNL164C		14	0.71	1.07
iKx138I		0	0.8	0.98
YMR289W		13	0.67	1.51
iGx215I		0	0.59	1.39
iMx321I		0	0.73	1.53
YIL015W	BAR1	9	1.2	0.95
YOR204W	DED1	15	1.17	0.71
iBx335I		0	1.77	0.39
YDR152W		4	0.54	1.55
iBx001I		0	1.39	1.29
iPx287I		0	0.2	3.95
iLx364I		0	1.36	0.57
YER110C	KAP123	5	1.03	0.79
iLx030I		0	1.31	0.59
YOL122C	SMF1	15	0.48	1.64
iPx019I		0	0.89	0.85
YOR205C		15	0.81	0.81
YDR487C	RIB3	4	1.71	0.41
iGx484I		0	0.47	2.06
iAx044I		0	0.71	1.3
YDR153C		4	0.65	1.09
iKx073I		0	1.27	0.82
iGx150I		0	1.4	0.55
YDR219C		4	2.13	0.62
iKx139I		0	2.33	
iGx216I		0	1.01	0.76
iMx322I		0	0.72	1.31
YIR033W	MGA2	9	0.58	
YIL016W	SNL1	9	1.78	0.62
iBx270I		0	0.94	0.85
YDL070W	BDF2	4	1.23	0.72
iBx336I		0	2.01	0.42
iBx002I		0	0.74	2.01
iPx288I		0	0.34	2.09
iLx365I		12	1.53	0.48
YHR076W		8	0.6	1.27
YIR034C	LYS1	9	0.42	2.37
YDL136W	RPL35B	4	0.47	1.92
iLx031I		0	0.36	2.21
YNL165W				1.11
YDR488C				0.36
YDL071C		4	1.74	0.45
iGx485I		0	0.5	1.66
iAx045I		0	1.48	0.48
YHR077C	NMD2	8	1.05	0.79
YDR154C		4	1.54	0.54
iKx074I		0	1.6	0.55
iGx151I		0	1.77	0.5
YNL166C	BNI5	14	1.82	0.48
iGx217I		0	1.29	0.79
iMx323I		0	0.71	1.05
YIL017W		9	0.39	1.84
YOR140W	SFL1	15	0.81	1.05
YOL123W	HRP1	15	0.35	1.82
iBx271I		0	0.7	1.27
YOR206W		15	0.52	1.93
iBx337I		0	2.2	0.55
iBx003I		0	0.86	1.7
iPx289I		0	0.27	2.55
iLx366I		0	1.87	0.51
iDx520I		0	1.5	0.46
YIR035C		9	0.76	1.24
YDL137W	ARF2	4	1.63	0.49
iLx032I		0	1.4	0.8
YOR141C	ARP8	15	0.81	0.91
YKL201C	MNN4	11	1.98	0.61
YOL124C		15	1.4	0.6
YOR207C	RET1	15	0.65	
YDL072C		4	1.57	0.49
iGx486I		0	1.17	0.58
iAx046I		0	0.26	4.68
YDR155C	CPH1	4	1.14	0.67
iKx075I		0	1.46	0.54
iGx152I		0	1.34	0.5
YNL167C	SKO1	14	1.16	0.6
iGx218I		0	0.63	1.49
YER112W	LSM4	5	1.47	0.83
iMx324I		0	0.54	1.23
YIL018W	RPL2B	9	0.95	1.05
iBx272I		0	1.52	0.49
YDR489W		4	1.23	0.58
iBx338I		0	2.52	0.39
iLx367I		0	1.48	0.62
YHR078W		8	0.47	1.6
iBx004I		0	0.72	1.31
iDx521I		0	1.03	0.77
YIR036C		9	1.17	0.73
YER113C		5	1.66	0.72
YDL138W	RGT2	4	0.67	0.69
iLx033I		0	1	1
iHx110I		0	1.35	0.55
YDR090C		4	0.66	1.37
iGx487I		0	1.37	0.65
iAx047I		0	0.6	1.59
YHR079C	IRE1	8	0.72	0.94
iKx076I		0	1.81	
YDL139C		4	1.54	0.5
iGx153I		0	1.73	0.39
YNL168C		14	1.05	0.78
YEL030W	ECM10	5	0.65	1.27
iGx219I		0	0.44	1.54
iMx325I		0	0.57	1.66
YIL019W		9	2.1	0.6
YOR142W	LSC1	15	1.98	0.36
YKL202W		11	1.42	0.68
YOL125W		15	1	0.7
iBx273I		0	1.98	0.59
iDx790I		0	1.53	0.7
YOR208W	PTP2	15	1.03	0.7
YDL073W		4	1.34	0.62
iBx339I		0	1.5	0.53
iBx005I		0	0.56	1.78
iLx368I		0	1.01	0.89
YDR156W	RPA14	4	1.37	0.34
iDx522I		0	0.68	1.51
YER114C	BOI2	5	2.12	0.58
YOL060C	AMI3	15	1.15	0.66
iLx034I		0	1.49	0.64
iHx111I		0	1.76	0.51
YOR143C	THI80	15	0.48	1.41
YKL203C	TOR2	11	0.34	
YOL126C	MDH2	15	0.9	0.79
YOR209C	NPT1	15	0.62	1.28
YDR091C	RLI1	4	1.39	0.67
YDL074C		4	1.6	0.54
iGx488I		0	1.91	0.45
iAx048I		0	0.55	1.5
YPR100W		16	0.92	1.03
YJL180C	ATP12	10	0.7	1.44
iKx077I		0	1.77	0.48
iGx154I		0	1.38	0.59
iMx260I		0	1.58	0.52
YNL169C	PSD1	14	0.54	
YEL031W	SPF1	5	1.18	0.85
iMx326I		13	0.75	1.89
YIR037W	HYR1	9	1.05	0.85
iBx274I		0	0.39	1.96
iDx791I		0	0.75	1.09
iLx369I		0	0.79	0.99
YDR157W		4	1.34	0.73
iDx523I		0	0.42	2.35
YIR038C	GTT1	9	1.09	0.78
YER115C	SPR6	5	2.35	0.38
iLx035I		0	1.68	
iHx112I		0	1.47	0.6
YOR144C	EFD1	15	1.09	0.76
iGx489I		0	1.48	0.5
iAx049I		0	0.81	1
YPR101W	SNT309	16	0.65	1.24
iKx078I		0	1.27	0.71
iGx155I		0	1.6	0.47
iMx261I				0.45
YEL032W	MCM3	5	1.91	0.4
iMx327I		0	1.05	0.77
YOL061W	PRS5	15	0.99	0.82
iOx510I		0	1.09	0.86
YKL204W		11	0.39	2.4
YPR102C	RPL11A	16	1	0.76
YOL127W	RPL25	15	1.04	0.82
iBx275I		0	0.36	2.09
iDx792I		0	0.49	1.67
YDR092W	UBC13	4	2.03	0.34
YER050C		5	0.23	2.89
YDL075W	RPL31A	4	1.13	0.73
iBx007I		2	0.59	1.96
YDR158W	HOM2	4	2.28	0.47
iDx524I		0	0.44	1.61
YJL181W				1.37
YIR039C	YPS6	9	1.07	0.94
YER116C		5	2.69	0.41
YOL062C	APM4	15	2.02	0.42
iLx036I		0	2	
iHx113I		0	0.37	1.98
YOR145C		15	1.82	0.42
YOL128C		15	1	0.73
YDL076C		4	2.44	0.33
iGx090I		0	1.49	0.69
YJL182C		10	1.06	1
iKx079I		11	1.01	1.11
iGx156I		0	1.12	0.87
iMx262I		0	2.12	0.45
YEL033W		5	1.22	
iMx328I		0	1.38	0.51
YPL020C	ULP1	16	0.84	1.12
iOx511I		0	1.6	0.46
YKL205W	LOS1	11	1.18	0.91
iBx276I		0	0.95	0.8
YDR093W		4	1.21	0.67
YDR159W	SAC3	4	1.6	0.75
iBx008I		0	0.75	0.97
iDx525I		0	0.72	1.1
YOL063C		15	1.62	0.65
iLx037I		0	2.02	0.51
iHx114I		0	0.3	1.94
iNx220I		0	2.06	0.55
YKL206C		11	1.82	0.56
iGx091I		7	1.79	0.48
YDL077C	VAM6	4	1.18	0.79
YPR103W	PRE2	16	0.68	1.28
iGx157I		0	0.39	2.06
YER051W		5	0.48	1.5
iMx263I		0	2.1	
YEL034W	HYP2	5	0.87	
YOR080W		15	0.75	1.22
iMx329I		0	0.54	1.28
YKL140W	TGL1	11	1.86	0.66
YER117W	RPL23B	5	1.29	0.87
iOx512I		0	1.24	0.69
YOR146W		15	1.88	0.39
YPR104C	FHL1	16	0.87	1.06
YOL129W		15	0.75	1.18
iBx277I		0	0.25	3.76
YDR094W		4	0.83	0.83
iDx460I		0	0.99	0.85
YER052C	HOM3	5	1.07	1.08
YEL035C	UTR5	5	1.65	0.35
YOR081C		15	0.71	1.33
iBx009I		0	0.4	0.82
iDx526I		0	0.55	2.32
YJL183W	MNN11	10	1.46	0.76
YER118C	SSU81	5	0.75	1.62
YOL064C	MET22	15	1.32	0.68
iLx038I		0	1.67	0.51
iHx115I		0	1.24	0.94
iNx221I		0	2.28	
YDR095C		4	1.06	0.88
YPL021W	ECM23	16	0.42	2.61
YDL078C	MDH3	4	1.19	0.68
iGx092I		0	1.62	0.55
iGx158I		0	1.1	0.67
iMx264I		0	1.12	0.66
YKL141W	SDH3	11	2.07	0.49
iOx513I		0	2	0.44
YOR147W		15	1.26	0.55
YPR105C		16	1.95	0.38
YKL207W		11	2.08	0.5
iBx278I		0	2.1	0.36
iDx795I		0	0.8	1.08
iDx461I		0	1.89	0.61
YER053C		5	2	0.61
iHx050I		0	0.37	2.01
YEL036C	ANP1	5	1.59	0.64
YOR082C		15	1.08	0.83
iDx527I		0	1.12	0.72
YJL184W		10	1.54	0.56
YER119C		5	1.79	0.51
YOL065C	INP54	15	1.51	0.52
iLx039I		0	1.38	0.5
iHx116I		0	1.83	0.42
YOR148C	SPP2	15	0.9	1.04
YER093C-A		5	2.07	
YFR010W	UBP6	6	0.46	1.68
iNx222I		0	1.36	
YLR450W	HMG2	12	1.3	
YDL079C	MRK1	4	1.76	0.55
YPL022W	RAD1	16	0.94	1.21
iCx170I		0	0.79	
iGx093I		0	0.67	1.25
YJL185C		10	0.93	1.12
iGx159I		0	0.41	1.94
iMx265I		13	0.93	1.3
YFR011C		6	0.27	3.35
YKL142W				0.45
YPL023C	MET12	16	1.21	0.89
iOx514I		0	1.93	0.52
YKL208W	CBT1	11	2.24	0.38
iBx279I		0	1.91	0.33
iDx796I		0	0.79	0.97
YDR096W	GIS1	4	0.4	1.91
iDx462I		0	0.81	1.02
YER054C	GIP2	5	1.66	0.75
iHx051I		8	0.37	2.55
YEL037C	RAD23	5	0.82	1.1
iDx528I		0	1.42	0.61
YOL066C	RIB2	15	1.77	0.5
iHx117I		0	1.21	0.91
YOR149C	SMP3	15	1.12	0.71
iJx300I		0	1.24	1.33
iNx223I		0	0.97	0.72
YKL209C	STE6	11	0.96	0.94
YLR451W	LEU3	12	0.5	1.2
YDR097C	MSH6	4	0.54	1.72
YPR040W		16	1.64	0.44
iCx171I		0	1.44	0.87
iGx094I		0	0.31	1.99
YPR106W	ISR1	16	2.07	0.42
iMx266I		13	1.23	0.5
YLR452C	SST2	12	0.61	1.17
YOR083W		15	1.04	0.71
YKL143W	LTV1	11	2.27	0.44
iOx515I		0	2.05	0.39
YPR107C	YTH1	16	1.95	0.43
iDx797I		0	1.63	0.6
iDx463I		0	0.98	0.71
YER055C	HIS1	5	1.41	
iHx052I		0	0.47	
iDx529I		0	2.18	0.32
YJL186W	MNN5	10	1.12	0.96
YKL144C	RPC25	11	1.16	0.82
YGL221C	NIF3	7	0.87	
YOL067C	RTG1	15	1.6	0.53
iHx118I		0	1.61	0.47
YFR012W		6	0.33	3.66
iNx224I		0	0.47	2.36
iJx301I		0	1.35	0.48
YDR098C	GRX3	4	1.04	0.87
YPR041W	TIF5	16	0.43	1.68
YPL024W	NCE4	16	0.93	1.03
iCx172I		0	0.96	1.03
iGx095I		0	1.66	0.59
YJL187C	SWE1	10	1.23	0.66
iMx267I		0	2.1	0.39
YLR453C	RIF2	12	2.17	0.38
YEL038W	UTR4	5	0.46	1.86
iOx450I		0	1.28	0.61
iIx010I		0	1.13	0.85
YOR084W		15	0.52	1.91
YPR042C		16	0.54	
YPL025C		16	1.39	
iOx516I		0	1.6	0.5
iDx798I		0	1.83	0.41
iDx464I		0	0.58	1.47
YER056C	FCY2	5	1.5	0.92
iHx053I		0	0.62	1.51
YEL039C	CYC7	5	0.47	1.75
iDx130I		0	2.08	0.41
YGL222C		7	1.42	0.52
YOL068C	HST1	15	0.54	1.3
iHx119I		0	0.49	2.08
YFR013W		6	0.27	2.78
iNx225I		0	0.31	2.89
iJx302I		0	2.09	0.35
iCx173I		0	1.71	0.38
iGx096I		0	0.72	1.17
YPR108W	RPN7	16	1.83	0.42
YJL188C		10	1.54	0.58
iMx268I		0	2.44	
YFR014C	CMK1	6	0.17	4.22
iOx451I		0	0.99	1.11
iIx011I		0	0.67	1.16
YOR085W	OST3	15	0.3	2.85
YLR120C	YPS1	12	1.48	0.79
YKL145W	RPT1	11	1.54	0.6
YPL026C	SKS1	16	0.88	0.96
iOx517I		0	2.05	0.4
iDx799I				0.47
YDR099W	BMH2	4	1.65	0.76
iDx465I		0	1.41	0.64
YER057C	HIG1	5	2.07	0.56
iHx054I				0.96
iDx131I		0	2.13	0.39
YGR240C	PFK1	7	1.3	0.66
YOR086C		15	0.59	1.14
iNx160I		0	1.5	0.53
YGL223C		7	0.97	0.87
iNx226I		0	0.55	1.47
iJx303I		0	1.81	0.57
YPR043W	RPL43A	16	1.49	0.52
iCx174I		0	1.61	
iGx097I		0	0.53	1.77
YPR109W		16	0.95	1.2
YAL051W	YAF1	1	0.28	2.22
iMx269I		0	1.82	0.48
YKL080W	VMA5	11	1.56	0.69
YFR015C	GSY1	6	0.25	3.04
iOx452I		0	1.48	0.52
iIx012I		0	0.48	1.77
YLR121C	YPS3	12	2.02	0.51
YPR044C		16	1.06	0.55
YKL146W		11	1.87	0.55
YOL069W	NUF2	15	0.34	2.4
iOx518I		0	0.82	1.34
iDx466I		0	2.07	0.5
iHx055I		0	0.28	2.59
iDx132I		0	0.77	1.39
YGR241C	YAP1802	7	1.96	0.39
YJL189W	RPL39	10	1.53	0.5
iNx161I		0	1.54	0.52
YKL147C		11	2	0.39
YGL224C		7	0.33	2.36
iNx227I		0	1.2	0.66
iJx304I		0	1.38	0.52
YLR455W		12	1.39	0.56
iPx410I		16	0.66	
YPL027W		16	0.46	1.82
iCx175I		0	0.87	1.2
iGx098I		0	2.22	0.4
YBL010C		2	0.57	1.53
YER058W	PET117	5	1.64	0.73
YKL081W	TEF4	11	1.95	0.47
YFR016C		6	0.78	0.92
iOx453I		0	1.48	0.49
iIx013I		0	1.04	1.01
YOR087W		15	0.88	0.7
YLR122C		12	1.7	0.55
YPR045C		16	1.45	0.67
iOx519I		0	1.75	0.6
YAR070C		1	2.13	0.6
iDx467I		0	1.58	0.41
YKL082C		11	0.98	0.97
iHx056I				1.58
iDx133I		0	1.01	0.91
iNx162I		0	0.58	1.43
YLR390W	ECM19	12	1.57	0.44
YKL148C	SDH1	11	1.46	0.75
iNx228I		0	1.28	0.87
iJx305I		0	0.39	2.04
YLR456W		12	0.81	1.07
iPx411I		0	0.89	0.76
YPL028W	ERG10	16	0.55	1.84
iCx176I		0	0.37	2.28
iGx099I		0	1.61	0.6
YAL053W		1	1.14	0.72
YHR049C-A		8	1.88	0.44
YER059W	PCL6	5	0.52	1.49
YFR017C		6	1.66	0.47
YLR457C	NBP1	12	1.11	0.71
YLL040C	VPS13	12	0.78	
iOx454I		0	1.38	0.58
iIx014I		0	2.18	0.45
YGR242W		7	1.83	0.38
YOR088W		15	1.23	0.65
YLR123C		12	1.67	0.59
YGL225W	GOG5	7	0.53	1.5
iOx120I		0	2.21	0.45
YAL054C	ACS1	1	1.17	0.84
iDx468I		0	1.83	0.4
iHx057I		0	0.51	1.78
iDx134I		0	0.82	1.02
YOR089C	VPS21	15	1.53	0.53
iNx163I		0	0.96	0.98
iJx240I		0	0.17	4.4
YKL149C	DBR1	11	1.01	0.85
YBL011W	SCT1	2	0.75	1.09
iNx229I		14	0.59	1.34
iJx306I		0	1.13	0.64
YHR200W	RPN10	8	1.09	0.85
iPx412I		0	0.66	1.31
YPR046W	MCM16	16	2.2	0.37
YPL029W	SUV3	16	1.48	0.62
iCx177I		0	0.58	1.69
YAR071W	PHO11	1	2.32	0.43
YLR392C		12	0.51	1.34
YBL012C		2	1.07	0.56
YGL160W		7	2.27	0.41
YKL083W		11	0.75	
YFR018C		6	2.09	0.37
YLL041C	SDH2	12	0.63	1.3
iOx455I		0	0.98	0.99
iIx015I		0	2.05	0.45
YGR243W		7	1.57	0.61
YHR201C	PPX1	8	1.03	0.86
YGL226W		7	0.71	1.19
iOx121I		0	1.1	0.8
iDx469I		0	2.02	0.43
YGL161C		7	1.89	0.42
iHx058I				2.97
iDx135I		0	1.79	0.43
YGR244C	LSC2	7	1.89	0.56
iNx164I		0	2.13	
iJx241I		0	0.48	1.73
iJx307I		0	2.14	0.49
YLR458W		12	1.13	0.58
