NAME	GENE	CHR	ya1s4p2_106	ya1s4p2_0114FR	ya1s4p2_0108FR	ya1s4p2_0110
YOR374W	ALD4		4.65	0.23	0.22	5.45
YMR112C	MED11		1.28	0.85	0.95	1.16
YOR040W	GLO4		1.23	0.86	0.83	1.23
YML035C-A			1.12	0.72	0.6	1.41
YNL320W			1.13	0.65	0.85	1.29
YOL023W	IFM1		1.03	0.9	1.02	1.24
YBR060C	ORC2		0.62	1.33	1.15	0.73
YOR106W	VAM3		1.28	0.72	0.68	1.2
YGL191W	COX13		2.16	0.56	0.63	1.84
YDR388W	RVS167		0.87	1.29	1.39	0.67
YBR126C	TPS1		2.2	0.47	0.47	2.29
YPR078C			2.1	0.54	0.62	1.34
YOR375C	GDH1		0.99	0.92	0.97	1.03
YLR155C	ASP3-1		1.71	0.59	0.69	1.56
YOR041C			1.26	0.63	0.61	1.59
YJL143W	TIM17		0.88	1.13	1.15	1.08
YNL066W	SUN4		0.27	3.84	3.53	0.32
YGR006W	PRP18		0.69	0.96	0.92	0.79
YJL209W	CBP1		0.44	2.17	2.17	0.47
YDL038C			0.31	3.46	3.17	0.36
YJR161C	COS5		2.33	0.28	0.29	3.91
YBL043W	ECM13		2.24	0.43	0.63	1.7
YFR049W	YMR31		1.65	0.81	0.84	1.66
YBL109W			1.02	1.18	1.27	0.73
YPL250C			1.22	0.86	0.84	1.16
YER012W	PRE1		1.15	0.83	0.79	1.33
YCR098C	GIT1		2.93	0.22	0.24	4.17
YKL101W	HSL1		1.12	0.8	0.97	1.04
YNL321W			0.99	1.09	1.25	0.94
YOL024W			1.15			0.94
YBR061C			0.55	1.44	1.33	0.71
YOR107W			0.29	2.89	3.41	0.26
YGL192W	IME4		3.79	0.33	0.26	3.58
YDR389W	SAC7		0.68	1.5	1.38	0.68
YBR127C	VMA2		0.59	1.83	1.81	0.69
YGR275W	RTT102		1.85	0.68	0.66	1.7
YDR055W	PST1		11.42	0.09	0.09	15.56
YDR310C	SUM1		0.63	1.62	1.95	0.68
YGL258W			1.25	0.61	0.76	0.95
YJL144W			0.49	2.18	3.15	0.44
YCL001W	RER1		0.91	1.02	0.95	1.02
YNL067W	RPL9B		0.74	2.98	2.71	0.72
YNL322C	KRE1		0.91	1.26	1.42	0.7
YKL102C			1.42			1.48
YML030W			2.83	0.45	0.49	2.51
YGR007W	MUQ1		0.71	1.33	1.29	0.71
YMR113W			0.76	1.25	1.28	0.78
YLR410W	VIP1		1.17	0.82	0.76	1.28
YGL193C			3.06	0.54	0.55	1.54
YGR276C	RNH70		0.91	1.12	1.14	0.91
YDR056C			1.31	0.93	1.05	1.44
YDL039C			0.44	2.79	3.43	0.33
YJR162C			0.63	1.86	2.29	0.41
YBL044W			0.6	1.29	1.23	0.74
YCL002C			0.65	1.77	1.63	0.59
YNL068C	FKH2		1.17	0.88	0.81	1.19
YLR090W	XDJ1		0.91	0.89	0.9	1.24
YGR008C	STF2		2.44	0.48	0.47	2.61
YER013W	PRP22		0.82	1.38	1.61	0.47
YPR079W			1.44	0.75	1.02	0.98
YOR376W			1.09			
YLR156W			0.94	0.99	0.93	1.04
YMR114C			1.66	0.6	0.62	1.64
YOR042W			1.74	0.6	0.63	1.46
YCR099C			0.46	1.82	1.74	0.51
YOL025W	LAG2		1.05	0.93	0.79	1.09
YBR062C			1.4	0.67	0.63	1.43
YOR108W			0.51	2.14	1.95	0.62
YBL045C	COR1		1.07	1.14	1.11	1.05
YBR128C	APG14		0.65	1.28	1.4	0.64
YLR157C	ASP3-2		1.19	0.78	1.07	1.18
YGL259W	YPS5		1.51	0.53	0.54	1.71
YJL145W			0.6	1.67	1.5	0.67
YOL026C			1.01	1.05	1.22	
YKL103C	LAP4		2.63	0.39	0.5	2.68
YML031W	NDC1		0.7	1.49	1.27	0.78
YPL251W			0.63	1.67	2.02	0.47
YLR411W	CTR3		0.67	1.37	1.38	0.65
YGL194C	HOS2		0.9	0.93	0.86	0.96
YGR277C			1.2	0.8	0.81	1.21
YJL080C	SCP160		0.47	2	2.16	0.56
YCR020C	PET18		0.4	2.47	2.79	0.33
YNL069C	RPL16B		0.39	3.08	3.13	0.36
YLR091W			0.73	1.52	1.58	0.73
YGR009C	SEC9		0.8	1.19	1.04	0.84
YML032C	RAD52		1	0.95	1	1.04
YER014W	HEM14		1.47	0.62	0.57	1.78
YDR311W	TFB1		0.69	1.1	1.04	0.97
YOR377W	ATF1		0.88	1.08	1.31	0.67
YOR043W	WHI2		1.04	0.97	0.96	0.99
YNL323W			0.85	1.44	1.31	0.86
YBR063C			0.68	1.21	1.24	0.67
YOR109W	INP53		1.29	0.84	1.14	0.94
YBR129C	OPY1		0.99	0.95	1.01	0.9
YDR057W			1.09	0.84	0.74	1.32
YCL003W			0.69	1.48	1.45	0.66
YJL146W	IDS2		0.99	1.02	0.96	1.03
YOL027C			1.27	0.93	0.89	1.31
YKL104C	GFA1		2.03	0.49	0.36	3.19
YMR115W			1.18	0.83	0.79	1.39
YLR412W			0.66	1.63	1.61	0.63
YPR001W	CIT3		0.7	1.43	1.39	0.61
YDR058C	TGL2		1.76	0.53	0.55	1.59
YJL081C	ARP4		1.07	0.92	0.79	1.24
YBL046W			1.51	0.68	0.69	1.64
YCR021C	HSP30		17.47	0.06	0.12	9.9
YLR092W	SUL2		1.14	0.95	0.99	1.06
YJL147C			1.11	0.72	0.66	1.53
YMR050C			16.99	0.11	0.12	16.29
YPL253C	VIK1		1.04	1.03	1.27	
YER015W	FAA2		0.81	1.13	1.01	0.8
YDR312W	SSF2		0.83	1.21	1.01	1.14
YOR378W			0.88	1.27	1.43	0.69
YMR116C	ASC1		0.73	2.5	2.46	0.67
YOR044W			1.04	0.98	1.19	0.75
YNL324W			0.89	0.86	0.7	1.18
YBL047C			0.91	1.19	1.13	0.68
YLR093C	NYV1		2.4	0.51	0.53	2.15
YGL195W	GCN1		0.84	1.37	1.26	0.64
YAL010C	MDM10		1.16	0.84	0.73	1.36
YGR278W			0.97	0.83	0.84	0.99
YDR313C	PIB1		1.38	0.74	0.76	1.25
YOR379C			1.05	0.67	0.99	0.5
YCL004W	PGS1		0.72	1.02	0.99	0.84
YNL325C	FIG4		1.18	0.73	0.72	1.16
YOL028C	YAP7		1.16	0.79	0.75	1.18
YKL105C			1.18	0.79	1.1	0.89
YML033W			1.27	0.89	0.88	1.32
YIL110W			0.64	1.79	1.63	0.61
YLR413W			0.19	6.53	3.55	0.27
YPR002W	PDH1		1.2	0.79	0.63	
YGR279C	SCW4		3.05	0.5	0.6	2.48
YDR059C	UBC5		4.9	0.26	0.24	4.25
YBR064W			0.51	1.25	1.29	0.52
YCR022C			1.08	0.91	0.93	0.99
YHR170W	NMD3		0.94	1.18	1.13	0.98
YMR051C			13.77	0.09	0.14	15.63
YDL230W	PTP1		1.79	0.48	0.48	1.88
YER016W	BIM1		0.9	1.21	1.09	1.17
YLR159W			2.1			2.66
YMR117C	SPC24		0.95	0.86	0.83	1
YLR414C			2.58	0.44	0.45	3.26
YOR045W	TOM6		0.89	1.6	1.63	0.88
YPR003C			1.43	0.65	0.64	1.47
YBR065C	ECM2		0.86	1.01	1.03	0.88
YLR094C	GIS3		0.48	2.3	2.36	0.46
YGL196W			1.04	0.88	0.96	0.87
YDL231C			2.21	0.37	0.5	2.23
YJL082W	IML2		0.93	1.05	1.19	0.77
YER017C	AFG3		1.25	0.98	0.94	1.17
YDR314C			1.09	0.84	0.89	0.82
YNL260C			1.62	0.54	0.59	1.54
YKL040C	NFU1		2.05	0.5	0.48	2.09
YOR046C	DBP5		0.66	1.45	1.3	0.78
YGR200C			0.54	2.09	1.64	0.59
YCL005W			1.11	1.03	0.95	1.17
YJL148W	RPA34		0.57	1.92	1.74	0.63
YNL326C			0.89	0.98	0.98	1.06
YOL029C			1.53	0.6	0.67	1.66
YIL111W	COX5B		3.6	0.26		2.92
YPL254W	HFI1		0.69	1.3	1.28	0.77
YML034W	SRC1		1.3	0.74	0.52	1.74
YOR300W			0.92	1.02	1.2	0.77
YCR023C			0.97	1.11	0.9	1.06
YBL048W			4.51	0.19	0.23	4.5
YHR171W	APG7		0.82	1.52	1.53	0.78
YCL006C			0.75	1.07	1.2	0.8
YAL011W			0.65	1.33	1.35	0.76
YML035C	AMD1		0.74	1.47	1.49	0.78
YMR118C			2.63	0.33	0.38	2.67
YLR415C			0.94	1.03	1.19	0.67
YPR004C			1.02	1.07	0.86	1.31
YKL106W	AAT1		0.51	2.04	2.25	0.45
YBR066C	NRG2		1.3	0.63	0.72	1.08
YLR095C			1.12	0.97	1.02	0.97
YGL197W	MDS3		0.72	1.35	1.18	0.77
YJL083W			0.54	1.27	1.41	0.49
YER018C	SPC25		1.69	0.76		1.01
YDR315C	IPK1		1.47	0.57	0.62	1.53
YOR047C	STD1		0.3	2.96	2.44	0.33
YGR201C			4.24	0.17	0.15	5.32
YJL149W			0.86	1.05	0.94	0.88
YMR052W	FAR3		1.41	0.57	0.62	1.62
YIL112W			1.07	1.05	0.92	1.04
YPL255W	BBP1		0.97	1.05	1.03	0.85
YOR301W	RAX1		1.03	0.76	0.81	1.03
YJL084C			0.93	1.19	1.26	0.78
YCR024C			1.09	0.93	0.87	1.27
YBL049W			5.51	0.14	0.16	6.2
YPL190C	NAB3		0.79	1.12	1.09	0.86
YCL007C	CWH36		0.86	1.18	1.08	0.84
YMR053C	STB2		1.15	0.73	0.8	1.07
YAL012W	CYS3		0.74	1.65	1.82	0.51
YDL232W	OST4		1.05	1.23	1.28	1.01
YPL256C	CLN2		0.9	1.08	1.26	0.85
YKL041W	VPS24		1.44	0.66	0.73	1.39
YNL261W	ORC5		1.31	0.81	0.86	1.19
YLR416C			0.64	1.71	2.32	0.45
YPR005C	HAL1		1.59	0.53	0.52	1.99
YKL107W			1.75	0.46	0.66	1.56
YNL327W	EGT2		0.14	8.09	7.04	0.15
YNR010W	CSE2		1.42	0.75	0.82	1.35
YBR067C	TIP1		9.26		0.12	8.97
YHR173C			0.97	1.07	0.97	0.89
YDR250C			0.9			
YAR030C			1.15	0.92	1.41	0.77
YGL198W			1.7	0.58		1.55
YOR048C	RAT1		0.44	2.16	1.75	0.52
YGR202C	PCT1		0.59	1.7	1.53	0.59
YNL328C	MDJ2		0.64	1.12	0.97	0.7
YLR350W			0.82	1.88	2.1	0.89
YNR011C	PRP2		0.88	1.13	1.05	0.97
YIL113W			2.72	0.35	0.43	1.68
YML036W			1.28	0.93	1.01	1.16
YMR119W			0.77	1.19	1.22	0.83
YGL199C			1.7	0.63	0.65	1.61
YOR302W			1.21	1	1.03	0.93
YCR025C			0.6	0.92	1.23	0.58
YPL191C			1.2	0.62	0.66	1.25
YLR096W	KIN2		0.7	1.22	1.06	0.79
YCL008C	STP22		0.41	2.75	3.14	0.33
YMR304C-A			1.93	0.55	0.64	1.69
YLR351C	NIT3		0.95	1.16	1.06	1.13
YDL233W			1.14	0.97	1.02	1.06
YAL013W	DEP1		0.79	1.01	1.21	0.63
YML037C			0.62	1.2	1.02	0.74
YIL114C	POR2		0.5	1.87	2.58	0.38
YKL042W	SPC42		1.28	0.8		0.91
YER019W			1.2	1.12	1.18	0.75
YDR316W			1.42	0.67	0.58	1.57
YNL262W	POL2		1.2	0.92	1.01	1.11
YPR006C	ICL2		2.87	0.35	0.32	2.5
YKL108W	SLD2		0.99	0.76	0.79	0.98
YBR068C	BAP2		0.79	1.53	1.17	0.96
YLR097C			1.45	0.75	0.77	1.45
YAL014C			1.04	0.93	1.08	0.97
YDL234C	GYP7		1.48	0.58	0.5	1.85
YJL085W	EXO70		1.06	0.9	0.95	0.94
YNL263C	YIF1		0.94	1.26	1.26	0.97
YGL120C	PRP43		0.44	2.37	1.87	0.58
YOR049C			0.33	3.17	2.85	0.44
YNL329C	PEX6		0.84	1.29	1.1	0.83
YMR054W	STV1		0.67	1.63	1.68	0.71
YPL257W			1.28	0.72	0.86	1.08
YLR417W	VPS36		1.02	1	0.93	1.01
YOR303W	CPA1		1.89	0.6	0.6	1.76
YCR026C			1	0.76	0.66	1.35
YPL192C			0.94	1.27	1.37	0.65
YDR251W	PAM1		1.06	0.97	0.94	1.1
YAR031W			1.99	0.5	0.49	1.79
YHR174W	ENO2		1.41	0.64	0.77	1.46
YCL009C	ILV6		0.56	2.27	2.46	0.43
YMR055C	BUB2		1.88	0.48	0.53	1.93
YPL258C	THI21		0.9	0.97	1.03	0.88
YML038C	YMD8		0.82	1.26	1.24	0.89
YKR060W			0.61	1.68	1.33	0.73
YIL115C	NUP159		0.79	1.33	1.01	0.8
YKL043W	PHD1		0.99	1.04	1.46	0.61
YDR317W			1.25	0.62	0.66	1.51
YLR418C	CDC73		0.88	1.15	1.01	1.13
YGR203W			1.33	0.54	0.56	1.51
YPR007C						0.97
YKL109W	HAP4		1.42	0.81	0.75	1.45
YNR012W	URK1		0.73	1.39	1.12	0.87
YBR069C	VAP1		1.12	0.94	0.63	1.65
YLR098C	CHA4		1.35	0.9	0.74	1.39
YAL015C	NTG1		1.42	0.72	0.64	1.38
YDL235C	YPD1		1.16	1.1	1.06	1.04
YNL264C	PDR17		0.35	2.78	2.52	0.36
YGL121C			10.27	0.12	0.14	10.76
YLR352W			1.04	0.97	0.9	0.93
YNR013C			0.62	1.74	1.68	0.55
YMR310C			0.73	1.69	1.44	0.7
YLL001W	DNM1		1.13	0.85	0.65	1.44
YOR304W	ISW2		0.89	1.06	0.96	1.05
YJL087C	TRL1		0.68	1.28	1.22	0.71
YCR027C	RSG1		0.76	1.16	1.17	0.88
YDR252W	BTT1		0.56	2.03	2.17	0.42
YHR175W	CTR2		0.85	1.23	1.13	0.84
YMR056C	AAC1		6.75	0.27	0.28	3.41
YPL259C	APM1		0.83	1.14	0.93	0.99
YKR061W	KTR2		2.58	0.32	0.31	3.29
YKL044W			0.79	0.99	1.33	0.63
YDR318W	MCM21		1.46	0.64	0.76	1.18
YGR204W	ADE3		0.4	3.37	3.2	0.36
YLR099C	ICT1		1.51	0.66	0.71	1.62
YDR253C	MET32		1.13	0.72	0.81	1.09
YDL134C-A			0.83	2.25	1.76	0.8
YDR319C			1.59	0.74	0.65	1.76
YNL265C	IST1		1.95	0.61	0.56	2.05
YGL122C	NAB2		0.93	1.08	1.04	0.95
YIL050W	PCL7		1.65	0.61	0.57	1.82
YPL193W	RSA1		0.69	1.54	1.29	0.78
YLR353W	BUD8		1.26	0.73	0.59	1.41
YER007C-A			0.74	1.32	1.36	0.73
YMR311C	GLC8		1.77	0.56	0.55	1.82
YIL116W	HIS5		0.4	2.97	2.8	0.39
YML039W			19.72	0.1	0.12	16.6
YLR419W			1.15	1.26	1.02	0.79
YLL002W	KIM2		1.25	0.76	0.71	1.39
YPR008W			0.96	1.14	1.13	0.89
YOR305W			1.55	0.72	0.7	1.41
YDL170W	UGA3		0.63	1.34	1.27	0.65
YCR028C	FEN2		0.56	1.5	1.21	0.78
YIL051C	MMD1		0.96	1.4	1.35	0.81
