INAME	GENE	CHR	SIMR_UP2_191FR	SIMR_UP2_254
YPR034W	ARP7	16	1.5	0.57
iCx165I		0	0.45	1.78
iGx088I		0	0.6	1.7
iMx194I		0	1.14	1.01
YAL042W	FUN9	1	1.04	0.97
YKL071W		11	0.82	1.34
iOx443I		0	2.04	0.52
iIx003I		0	0.6	1.68
YOR077W	RTS2	15	1.35	0.53
YGL214W		7	0.68	
YKL137W		11	0.41	2.48
iOx509I		0	0.31	2.96
iDx391I		0	0.55	1.84
YAL043C	PTA1	1	1.29	0.72
iDx457I		0	0.42	2.6
iHx046I		0	1.35	0.83
iDx123I		0	1.6	0.44
iNx152I		0	1.75	0.42
YLR380W	CSR1	12	1.58	0.49
YKL138C	MRPL31	11	0.32	4.04
YFR006W		6	0.72	1.52
iNx218I		0	1.39	0.77
YLR446W		12	1.21	0.66
iPx401I		0	0.95	0.93
YPR035W	GLN1	16	1.62	0.48
YPL018W	CTF19	16	1.64	0.59
iCx166I		0	0.52	2.2
iGx089I		0	1.35	0.65
iMx195I		0	0.29	3.01
YBL001C	ECM15	2	0.26	3.44
YER049W		5	0.37	3.08
YLR447C	VMA6	12	1.69	0.57
YKL072W	STB6	11	1.18	0.86
YLL030C		12	1.38	0.57
iOx444I		0	1.49	0.62
iIx004I		0	1.46	0.77
YGR232W		7	0.78	1.12
YOR078W		15	0.95	0.98
iOx110I		0	1.12	0.84
YPL019C		16	1.72	0.8
iDx392I		0	1.25	0.89
YAL044C	GCV3	1	0.88	1
iDx458I		0	1.44	0.61
YGL150C	INO80	7	0.37	2.01
iHx047I		0	1.95	0.53
iDx124I		0	0.84	1.14
YGR233C	PHO81	7	1	0.9
YOR079C	ATX2	15	1.07	1.02
iNx153I		0	0.44	1.57
iJx230I		0	0.87	1.24
YFR007W		6	0.8	1.47
iNx219I		0	0.52	1.56
YLR113W				1.11
iPx402I		0	0.84	1.09
YPR036W	VMA13	16	1.85	0.48
iCx167I				0.85
iMx196I		13	0.81	1.85
iEx350I		0	1.6	0.66
YLR382C	NAM2	12	1.36	0.87
YKR090W		11	1.69	0.52
YKL073W	LHS1	11	1.81	0.55
YLL031C		12	1.46	0.61
iOx445I		0	0.38	2.04
iIx005I		0	1.96	0.6
YLR114C		12	1.14	0.92
YGL216W	KIP3	7	1.12	
YPR037C		16	1.11	0.6
YKL139W	CTK1	11	0.65	1.74
iOx111I		0	1.44	0.59
iDx393I		0	0.98	0.8
YAL045C		1	1.17	1.2
iDx459I		0	0.71	1.03
YKL074C	MUD2	11	1.76	0.62
iHx048I		0	1.29	0.78
iDx125I		0	1.17	0.99
iNx154I		0	1.12	1.01
iJx231I		0	1.04	1.17
YBL002W	HTB2	2	0.44	2.43
YFR008W		6	0.84	1.5
YLR448W	RPL6B	12	1.41	0.69
iPx403I		0	0.59	1.23
iCx168I		0	1.42	0.58
YAR062W		1	0.69	2.16
iMx197I		0	0.75	1.76
iEx351I		0	1.26	0.61
YBL003C	HTA2	2	0.37	2.21
iOx380I		0	1	1.06
YKR091W	SRL3	11	1.07	0.69
YGL151W	NUT1	7	0.4	1.88
YLL032C		12	0.66	1.21
iOx446I		0	0.49	2.39
iIx006I		0	0.59	2.19
YGR234W	YHB1	7	0.83	0.92
iGx600I		0	1.29	0.51
iOx112I		0	1.34	0.62
iDx394I		0	1.4	0.49
YAL046C		1	1.22	1.19
iDx060I		0	1.24	0.52
YKR092C	SRP40	11	1.08	0.87
YKL075C		11	0.62	1.74
YGL152C		7	1.58	0.55
iHx049I		0	0.82	1.47
iDx126I		0	0.91	1.05
YGR235C		7	0.28	3.45
YBR020W	GAL1	2	0.63	1.05
iNx155I		0	1.91	0.56
iJx232I		0	0.15	4.93
YLR383W	RHC18	12	0.8	1.52
YFR009W	GCN20	6	0.79	1.29
YLR449W	FPR4	12	1.58	0.54
iPx404I		0	0.93	0.77
YPR038W		16	1.17	0.54
iCx169I	SOL2	3	1.29	
iMx198I		13	0.38	
iEx352I		0	0.73	1.04
YLR384C	IKI3	12	1.06	0.84
iOx381I		0	1.19	1.03
YLR050C		12	1.44	0.6
iGx601I				0.6
iOx447I		0	1.14	0.9
iIx007I		0	1.28	0.66
YGL218W		7	0.93	0.9
iOx113I		0	1.6	0.51
iDx395I		0	1.43	0.35
YAL047C	SPC72	1	1.33	0.82
YBR084C-A	RPL19A	2	0.63	
iDx061I		0	1.33	0.79
iNx090I		0	1.61	0.49
YKL076C		11	0.45	2.29
iDx127I		0	0.49	1.78
YGR236C		7	0.23	3.58
YBR021W	FUR4	2	0.7	1.21
iNx156I		0	1.99	0.41
iJx233I		0	0.39	2.35
YGL219C		7	0.89	
YLL033W		12	1	0.95
iPx405I		0	0.4	2.37
YPR039W		16	1.25	0.62
iEx353I		5	0.79	1.14
iMx199I		0	0.79	1.09
YLR385C		12	1.49	0.59
iOx382I		0	1.57	0.62
YKR093W	PTR2	11	1.32	0.79
YGR170W	PSD2	7	0.78	1.12
YLR051C		12	1.55	0.41
YGL153W	PEX14	7	1.59	0.58
YLL034C		12	0.52	1.91
iOx448I		0	0.26	3.79
iIx008I		0	1.99	0.45
iGx602I		0	1.76	0.56
YLR117C	SYF3	12	0.52	2.13
iOx114I		0	1.31	0.66
iDx396I				1.06
YBR290W	BSD2	2	0.61	1.58
YAL048C		1	0.87	1.1
iDx062I		0	1.21	0.93
YKR094C	RPL40B	11	1.02	0.74
YGR171C	MSM1	7	0.76	1.25
iNx091I		0	1.11	0.75
YGL154C	LYS5	7	1.13	0.66
iDx128I		0	1.8	0.55
YGR237C		7	0.63	1.83
YBR022W		2	0.24	2.48
iNx157I		0	1.98	
iJx234I		0	0.43	2.51
YBL005W	PDR3	2	1.08	0.86
iPx340I		0	1.44	0.43
YBR291C	CTP1	2	0.5	2.05
iPx406I		0	1.9	0.48
iEx354I		0	0.52	1.94
YDR540C				0.59
YBR023C	CHS3	2	0.66	1.68
iOx383I		0	1.69	0.47
YBL006C		2	1.19	0.64
iEx020I		0	1.52	0.62
YKL077W		11	0.68	1.78
iOx449I		0	0.79	1.07
iIx009I		0	1.94	0.67
iGx603I		0	1.37	0.66
YLR118C		12	1.36	0.71
iOx115I		0	2.12	0.48
iDx397I		0	0.21	4.23
YAL049C		1	0.34	3.37
iDx063I		0	1.69	0.51
YGR172C	YIP1	7	1.47	0.8
iNx092I		0	1.98	0.4
iDx129I		0	1.81	0.55
YGR238C	KEL2	7	1.31	0.81
iNx158I		0	0.87	1.06
iJx235I		0	0.64	1.53
YLR386W		12	1.52	0.79
iPx341I		0	1.28	0.61
YLR052W		12	1.53	0.59
YLL035W		12	0.68	1.78
YBR292C		2	0.86	1.12
iPx407I		0	1.88	0.45
YAR066W		1	1.53	0.68
iEx355I		0	0.69	1.88
YLR387C		12	0.88	1.11
YDR541C		4	1.63	0.49
iOx384I		0	2.49	0.49
YKR095W	MLP1	11	0.82	0.83
YBL007C	SLA1	2	0.49	1.56
iEx021I		0	0.6	1.42
YLR053C				0.56
YHR130C		8	0.77	1.55
YGL155W	CDC43	7	1.52	0.66
YKL078W		11	1.18	0.89
iOx050I		0	1.93	0.53
YLL036C	PRP19	12	1.79	0.57
iGx604I		0	1.82	0.47
iOx116I		0	1.85	0.37
iDx398I		0	1.34	0.66
YMR010W		13	1.16	0.9
iDx064I		0	1.2	0.7
iNx093I		0	1.14	0.63
iJx170I		0	1.25	0.68
YGR239C	PEX21	7	1.1	
YBR024W	SCO2	2	0.97	0.78
iNx159I		0	1.23	0.79
iJx236I		0	0.35	2.23
iPx342I				0.79
iPx408I		0	1.58	0.49
YLR119W	SRN2	12	1.25	0.93
iEx290I		0	0.78	2.53
YGL090W	LIF1	7	1.43	0.62
YBR025C		2	1.2	0.71
iOx385I				0.6
YGR173W		7	0.87	1.17
iEx022I		0	1.58	0.61
YLR054C		12	1.3	0.8
YHR131C		8	1.01	0.94
YGL156W	AMS1	7	1.57	0.51
YKL079W	SMY1	11	1.53	0.82
iOx051I		0	0.38	2.94
iGx605I		0	1.12	0.98
iOx117I		0	0.91	1.05
iDx399I		0	1.16	0.76
YMR011W	HXT2	13	0.94	1.18
YGL091C	NBP35	7	0.61	1.32
iDx065I		4	0.95	1.02
YBR293W		2	1.12	1.01
YGR174C	CBP4	7	0.53	1.96
iNx094I		0	1.11	0.67
iJx171I		0	0.63	2
YMR280C	CAT8	13	0.57	1.42
YLR388W	RPS29A	12	1.15	0.72
YDR542W		4	0.82	1.58
iPx343I		0	0.28	4.23
iLx420I		0	1.92	0.42
YLL037W		12	1.44	0.54
iPx409I		0	1.24	0.74
YNL220W	ADE12	14	1.22	1.06
iEx291I		5	0.74	1.91
YAR068W		1	1.53	0.66
YLR389C	STE23	12	0.9	0.9
YBR026C	MRF1'	2	1.39	0.74
iAx100I		0	1.2	0.88
iOx386I		0	1.85	0.55
iGx540I		0	1	0.98
YKR097W	PCK1	11	0.62	1.53
iEx023I		0	1.49	0.57
YLR055C	SPT8	12	1.28	0.93
YHR132C	ECM14	8	1.79	0.54
YGL157W		7	1.82	0.53
iOx052I		0	0.87	1.3
YLL038C	ENT4	12	1.57	0.52
iGx606I		0	0.97	1.12
YNL221C	POP1	14	1.45	0.6
iOx118I		0	1.78	0.56
YMR012W	CLU1	13	0.75	
YAR069C		1	1.82	0.52
YBR294W	SUL1	2	1.44	1.02
iDx066I		0	0.31	2.18
YKR098C	UBP11	11	0.86	1.23
iNx095I				0.46
iJx172I		0	0.23	5.05
iJx238I		0	0.48	1.88
YBL009W				1.34
iPx344I		0	1.19	0.61
iLx421I		0	1.84	0.59
YMR013C	SEC59	13	0.55	2.65
iPx010I		0	1.98	0.49
iEx292I		0	0.91	1.39
YGL092W	NUP145	7	0.54	
YDR544C		4	0.51	1.9
YBR027C		2	1.3	0.83
YHL050C		8	1.45	0.93
iAx101I		0	1.05	1.14
iOx387I		0	0.62	0.91
iGx541I		0	1.49	0.68
iEx024I		0	1.5	0.53
YHR133C		8	1.15	0.69
YGL158W	RCK1	7	1.71	0.49
iOx053I		0	1.39	0.59
iKx130I		0	1.72	0.5
YLL039C	UBI4	12	1.21	0.62
iGx607I		0	1.43	0.55
iOx119I		0	1.61	0.52
YBR295W	PCA1	2	1.65	0.62
iDx067I		0	2.02	0.51
iNx096I		0	1.38	0.66
iJx173I		0	0.85	1.18
YMR282C	AEP2	13	1.19	0.89
iJx239I		0	0.48	1.97
YDR210W		4	1.18	0.61
iPx345I		0	1.39	0.5
iLx422I		0	0.67	1.66
YLR056W	ERG3	12	1.57	0.66
iPx011I		0	1.49	0.6
YBR296C	PHO89	2	1.01	1.06
YNL222W	SSU72	14	0.58	1.56
iEx293I		0	1.77	0.52
YGL093W	SPC105	7	1.97	0.4
YBR028C		2	1.4	0.7
iAx102I		0	0.72	1.49
iOx388I		0	1.45	0.53
iGx542I		0	0.63	1.66
YKR099W	BAS1	11	1.21	0.85
YGR176W		7	1.41	0.58
iEx025I		0	0.59	1.2
YGL159W		7	1.56	0.5
iOx054I		0	1.42	0.64
iKx131I		0	0.75	1.49
iGx608I		0	1.03	0.61
YMR014W		13	0.39	2.66
YGL094C	PAN2	7	1.21	0.96
iDx068I		0	1.04	0.72
iJx174I		10	0.84	0.9
iNx097I		0	0.31	3.04
YMR283C	RIT1	13	1.91	0.77
iPx280I		0	1.25	0.65
YDR545W	YRF1-1	4	1.2	0.92
YDR211W	GCD6	4	1.6	0.5
iPx346I		0	1.38	0.51
iLx423I		0	1.72	0.46
YLR057W		12	0.62	2.07
YHR134W		8	1.24	0.72
YMR015C	ERG5	13	0.43	2.71
iPx012I		0	1.13	0.84
YNL223W	AUT2	14	1.19	0.82
iEx294I		0	1.15	0.86
YBR029C	CDS1	2	1.22	0.8
iAx103I		0	1.05	1.2
iOx389I		0	1.45	
iGx543I		0	0.39	2.89
iEx026I		0	1.11	0.9
YLR058C	SHM2	12	0.78	1.8
YHR135C	YCK1	8	1.23	0.74
iOx055I		0	1.65	0.46
iKx132I		0	2.02	0.43
iGx609I		0	1.7	0.64
YNL224C		14	1.64	0.64
YGL095C	VPS45	7	0.45	2.37
YBR297W	MAL33	2	1.47	0.69
iDx069I		0	1.53	0.6
iNx098I		0	1.05	0.82
iJx175I		0	1.17	0.82
YDR480W	DIG2	4	1.27	0.68
iPx281I		0	1.56	0.48
YDR212W	TCP1	4	1.63	0.56
iPx347I		0	0.99	0.47
iLx424I		0	0.38	2.8
YMR016C	SOK2	13	0.98	1.08
iPx013I		0	1.7	0.52
YBR298C	MAL31	2	0.16	6.11
iEx295I		0	0.54	
YDR481C	PHO8	4	0.96	0.86
iGx544I		0	1.64	0.56
iAx104I		0	1.34	0.75
iEx027I		0	0.69	1.31
YLR059C	YNT20	12	1.43	0.75
YHR136C	SPL2	8	1.52	0.55
iGx210I				0.61
iOx056I		0	1.63	0.5
iKx133I		0	1.7	0.51
YMR284W	YKU70	13	0.93	1.22
YNL225C	CNM67	14	1.34	0.69
YIL010W	DOT5	9	0.55	1.9
YGR179C		7	1.94	0.67
iNx099I		0	1.79	0.56
iJx176I		0	1.71	0.61
iBx330I		0	0.49	2.06
YMR285C		13	0.98	1.24
iPx282I		0	1.24	0.62
YHR070W		8	1.75	0.44
YDL130W	RPP1B	4	1.28	0.7
YDR213W				0.66
iPx348I		0	0.91	0.71
iLx425I		0	1.32	0.64
iPx014I		0	2.2	0.5
iEx296I		0	0.66	1.61
YDR482C		4	1.48	0.58
YGL096W		7	1.51	0.67
iGx545I				0.6
iAx105I		0	1.31	1.05
iEx028I		0	1.08	0.87
iOx057I		0	1.83	0.55
iKx134I		0	1.58	0.7
iGx211I		0	0.36	2.22
YIL011W		9	0.61	
YMR017W	SPO20	13	1.53	0.73
YBR299W	MAL32	2	0.45	1.74
YOR200W		15	1.68	0.63
iJx177I		0	1.29	0.63
iBx331I		0	0.37	2.26
iPx283I		0	0.48	1.86
iLx360I		0	1.13	0.66
YHR071W	PCL5	8	1.19	0.52
YDL131W	LYS21	4	1.44	0.7
YDR214W		4	1.65	0.6
iPx349I		0	0.27	4.7
iLx426I		0	1.62	0.61
YHR137W	ARO9	8	1.11	0.74
YNL160W	YGP1	14	1.01	0.79
iPx015I				0.42
YOR201C	PET56	15	1.94	0.47
YNL226W		14	1.52	0.59
iEx297I		0	0.36	2.1
iAx040I				0.53
iGx480I		0	0.48	1.76
YGL097W	SRM1	7	1.22	0.56
iGx546I		0	1.24	0.71
iAx106I		0	1.3	0.77
iEx029I		0	1.52	0.49
YHR138C		8	1.21	0.82
YDR215C		4	0.64	0.79
iOx058I		0	1.5	0.7
iKx135I		0	0.99	1.05
YMR286W	MRPL33	13	0.95	0.98
iGx212I		0	0.96	0.87
YNL227C		14	1.55	0.63
YIL012W		9	0.74	1.3
YMR018W		13	1.49	0.75
iJx178I		0	0.94	1.18
YDR483W	KRE2	4	1.41	0.61
iBx332I		0	0.77	1.43
iPx284I		0	1.46	0.44
iLx361I		0	0.32	3.47
YHR072W	ERG7	8	1.86	0.53
YIR030C	DCG1	9	0.67	1.55
YDL132W	CDC53	4	1.05	1.08
YIL013C	PDR11	9	0.57	
iLx427I		0	1.12	0.8
YNL161W	CBK1	14	1.1	0.93
iPx016I		0	1.38	0.58
iEx298I		0	1.33	0.51
iAx041I		0	1.87	0.57
iGx481I		0	1.27	0.71
YGL098W		7	1.28	0.65
iKx070I		0	1.25	0.71
iGx547I		0	2.04	0.38
iAx107I		0	1.08	1.06
YHR139C	SPS100	8	1.43	0.73
iOx059I		0	1.11	0.69
iKx136I		0	1.25	0.85
iGx213I		0	1.9	0.53
YMR019W	STB4	13	0.98	0.88
iJx179I		0	0.8	1.45
YDR484W	SAC2	4	0.54	1.69
iBx333I		0	1.78	0.52
YDR150W	NUM1	4	0.77	
iPx285I		0	1.11	0.78
iLx362I		0	1.53	0.67
YHR073W		8	1.24	0.84
YIR031C	DAL7	9	1.06	1.08
YDL133W		4	1.9	0.54
YDR216W	ADR1	4	0.96	1.36
iLx428I		0	1.67	0.57
YNL162W	RPL42A	14	1.15	0.68
YOL120C	RPL18A	15	1.52	0.67
iPx017I		0	1.33	0.56
YNL228W		14	1.32	0.68
iEx299I		0	1.54	0.62
YDR485C		4	0.46	2.15
iAx042I		0	1.81	0.47
YDR151C	CTH1	4	0.53	1.78
YGL099W		7	1.4	0.58
iKx071I		0	1.15	0.72
YDL134C	PPH21	4	1.39	0.66
iGx548I		0	1.51	0.49
iAx108I		0	0.79	1.31
YDR217C	RAD9	4	0.61	1.8
YNL163C		14	1.38	
iKx137I		0	0.33	2.78
YMR288W		13	1.29	0.85
iGx214I		0	1	1.36
iMx320I		0	1.53	0.6
YNL229C	URE2	14	1.24	0.7
YIL014W	MNT3	9	0.64	1.93
YOR203W		15	1.13	0.61
iBx334I		0	1.51	0.61
iPx286I				0.61
iLx363I		0	0.77	1.49
YHR074W		8	0.54	
YIR032C	DAL3	9	1.82	0.55
iLx429I		0	1.44	0.65
YOL121C	RPS19A	15	1.35	0.68
iPx018I		0	0.96	0.92
YDR486C		4	1.52	
iGx483I				1.95
iAx043I		0	0.96	1.3
YHR075C		8	0.29	3.35
YDL135C	RDI1	4	0.58	1.18
iGx549I		0	0.41	2.57
iAx109I		0	0.97	0.99
YDR218C	SPR28	4	1.66	0.64
YNL164C		14	0.83	1.17
iKx138I		0	0.81	1.32
YMR289W		13	0.8	1.46
iGx215I		0	0.78	1.12
iMx321I		0	0.73	1.27
YIL015W	BAR1	9	1.32	1
YOR204W	DED1	15	1.26	0.65
iBx335I		0	1.54	0.47
YDR152W		4	0.58	1.66
iBx001I		0	0.96	0.9
iPx287I		0	0.21	4.6
iLx364I		0	1.35	0.58
YER110C	KAP123	5	1.17	0.98
iLx030I		0	1.33	0.57
YOL122C	SMF1	15	0.53	1.48
iPx019I		0	1.02	0.83
YOR205C		15	0.88	1
YDR487C	RIB3	4	1.45	0.6
iAx044I		0	0.87	1.11
iGx484I		0	0.42	2.05
YDR153C		4	0.63	1.3
iKx073I				0.72
iGx150I		0	1.29	0.68
YDR219C		4	1.84	0.72
iKx139I		0	1.99	0.5
iGx216I		0	1.21	0.81
iMx322I		0	0.82	1.15
YIR033W	MGA2	9	0.76	1.65
YIL016W	SNL1	9	1.42	0.54
iBx270I		0	0.87	1.04
YDL070W	BDF2	4	1.28	0.8
iBx336I		0	1.8	0.53
iBx002I		0	0.56	2.38
iPx288I		0	0.45	2.22
iLx365I		12	1.55	0.53
YHR076W		8	0.73	
YIR034C	LYS1	9	0.45	2.33
YER111C	SWI4	5	0.66	
YDL136W	RPL35B	4	0.58	2.19
iLx031I		0	0.35	
YNL165W		14	0.96	1.45
YDR488C	PAC11	4	1.42	0.57
YDL071C		4	1.51	0.61
iAx045I		0	1.21	0.55
iGx485I		0	0.63	1.52
YHR077C	NMD2	8	0.97	0.94
YDR154C		4	1.38	
iKx074I		0	1.64	0.57
iGx151I		0	1.59	0.52
YNL166C	BNI5	14	1.66	0.53
iGx217I		0	1.58	0.78
iMx323I		0	0.79	1
YIL017W		9	0.51	2.26
YOR140W	SFL1	15	0.76	1.48
YOL123W	HRP1	15	0.46	2.03
iBx271I		0	0.9	1.25
YOR206W		15	0.63	1.96
iBx337I		0	1.73	0.69
iBx003I		0	0.87	1.87
iPx289I		0	0.36	2.91
iLx366I		0	1.54	0.6
iDx520I		0	1.34	0.58
YIR035C		9	0.75	1.05
YDL137W	ARF2	4	1.44	0.79
iLx032I		0	1.38	0.91
YOR141C	ARP8	15	0.98	0.98
YKL201C	MNN4	11	1.48	0.73
YOL124C		15	1.44	0.65
YOR207C	RET1	15	0.54	
YDL072C				0.67
iAx046I		0	0.3	4.85
YDR155C	CPH1	4	1.08	0.7
iKx075I		0	1.3	0.59
iGx152I		0	0.95	0.86
YNL167C	SKO1	14	1.07	0.7
iGx218I		0	0.73	1.46
YER112W	LSM4	5	1.17	0.94
iMx324I		0	0.66	1.33
YIL018W	RPL2B	9	0.98	0.95
iBx272I		0	0.96	0.62
YDR489W		4	1.11	0.74
iBx338I		0	1.78	0.49
iLx367I		0	1.5	0.62
YHR078W		8	0.56	1.83
iBx004I		0	0.72	1.8
iDx521I		0	1.23	0.93
YIR036C		9	1.11	0.75
YER113C		5	1.71	
YDL138W	RGT2	4	0.84	0.72
iLx033I		0	0.71	1.27
iHx110I		0	1.24	0.57
YDR090C		4	0.71	1.32
iAx047I		0	0.67	1.53
iGx487I		0	1.13	0.63
YHR079C	IRE1	8	0.84	1.21
iKx076I		0	1.43	0.55
YDL139C		4	1.11	0.59
iGx153I		0	1.45	0.51
YNL168C		14	1.14	0.88
YEL030W	ECM10	5	0.7	1.34
iGx219I		0	0.58	1.59
iMx325I		0	0.67	1.5
YIL019W		9	1.68	0.6
YOR142W	LSC1	15	2.02	0.47
YKL202W		11	1.08	0.85
YOL125W		15	1.1	
iBx273I		0	1.49	0.5
iDx790I		0	1.33	0.75
YOR208W	PTP2	15	1.19	0.73
YDL073W		4	1.56	0.74
iBx339I		0	1.28	0.63
iBx005I		0	0.6	1.79
iLx368I		0	1.02	0.95
YDR156W	RPA14	4	1.09	
iDx522I		0	0.53	1.69
YER114C	BOI2	5	1.73	0.49
YOL060C	AMI3	15	1.02	0.94
iLx034I		0	1.62	0.69
iHx111I		0	1.75	0.62
YOR143C	THI80	15	0.72	1.6
YKL203C	TOR2	11	0.3	
YOL126C	MDH2	15	0.95	0.87
YOR209C	NPT1	15	0.74	1.45
YDR091C	RLI1	4	1.56	0.65
YDL074C		4	1.64	0.76
iAx048I		0	0.57	1.56
iGx488I		0	1.78	0.58
YPR100W		16	0.79	1
YJL180C	ATP12	10	0.87	1.42
iKx077I		0	1.62	0.6
iGx154I		0	1.2	0.75
iMx260I		0	1.59	0.55
YNL169C	PSD1	14	0.63	
YEL031W	SPF1	5	1.25	1
iMx326I		13	0.74	1.88
YIR037W	HYR1	9	1.13	0.81
iBx274I		0	0.49	2.07
iDx791I		0	0.77	1.07
iLx369I		0	0.89	0.81
YDR157W		4	0.94	0.65
iDx523I		0	0.5	2.19
YIR038C	GTT1	9	1.3	0.66
YER115C	SPR6	5	2.25	0.5
iLx035I		0	1.41	
iHx112I		0	1.55	0.56
YOR144C	EFD1	15	1.57	0.69
iAx049I		0	1.05	0.95
iGx489I		0	1.49	0.57
YPR101W	SNT309	16	0.76	1.19
iKx078I		0	1.26	0.9
iGx155I		0	1.25	0.64
iMx261I		0	1.7	0.62
YEL032W	MCM3	5	1.5	0.49
iMx327I		0	1.11	0.79
YOL061W	PRS5	15	1.18	0.87
iOx510I		0	1.13	0.78
YKL204W		11	0.41	2.58
YPR102C	RPL11A	16	0.96	0.85
YOL127W	RPL25	15	1	1.11
iBx275I		0	0.45	2.09
iDx792I		0	0.49	1.37
YDR092W	UBC13	4	1.58	0.42
YER050C		5	0.27	4.01
YDL075W	RPL31A	4	1.12	0.98
iBx007I		2	0.56	1.85
YDR158W	HOM2	4	1.68	0.47
iDx524I		0	0.45	1.68
YJL181W		10	0.87	1.44
YIR039C	YPS6	9	1.14	0.94
YER116C		5	1.92	0.42
YOL062C	APM4	15	1.74	0.4
iLx036I		0	1.67	0.59
iHx113I		0	0.47	1.88
YOR145C		15	1.74	0.45
YOL128C		15	1.03	0.74
YDL076C		4	1.74	0.48
iGx090I		0	1.12	0.74
YJL182C		10	1.28	0.98
iGx156I				0.77
iKx079I		11	1.02	1.02
iMx262I		0	1.91	0.59
YEL033W		5	1.17	
iMx328I		0	1.09	0.63
YPL020C	ULP1	16	1.19	1.41
iOx511I				0.58
YKL205W	LOS1	11	1.24	0.93
iBx276I		0	1.09	0.98
YDR093W		4	1.26	0.67
YDR159W	SAC3	4	1.51	0.88
iBx008I		0	0.81	1.01
iDx525I		0	0.83	1.21
YOL063C		15	1.8	0.6
iLx037I		0	1.78	0.6
iHx114I		0	0.38	2.19
iNx220I		0	1.75	0.65
YKL206C		11	1.87	0.55
iGx091I		7	1.85	0.72
YDL077C	VAM6	4	1.36	0.83
YPR103W	PRE2	16	0.58	1.72
iGx157I		0	0.45	2.1
YER051W		5	0.61	1.92
iMx263I		0	1.85	0.5
YEL034W	HYP2	5	0.61	
YOR080W		15	0.89	1.2
iMx329I		0	0.49	1.45
YKL140W	TGL1	11	1.65	0.61
YER117W	RPL23B	5	1.26	0.92
iOx512I		0	1.4	0.71
YOR146W		15	1.83	0.48
YPR104C	FHL1	16	0.8	1.08
YOL129W		15	0.65	1.43
iBx277I		0	0.34	3.33
YDR094W		4	0.85	1.01
iDx460I		0	1.04	1.14
YER052C	HOM3	5	1.15	0.98
YEL035C	UTR5	5	1.57	0.52
YOR081C		15	0.84	1.26
iBx009I		0	0.28	0.95
iDx526I		0	0.58	1.85
YJL183W	MNN11	10	1.44	0.74
YER118C	SSU81	5	0.74	1.27
YOL064C	MET22	15	1.47	0.65
iLx038I		0	1.62	0.54
iHx115I		0	1.13	0.76
iNx221I		0	2.19	0.46
YDR095C		4	1.05	0.8
YPL021W	ECM23	16	0.52	2.13
YDL078C	MDH3	4	1.23	0.66
iGx092I		0	1.72	0.57
iGx158I		0	1.09	0.69
iMx264I		0	1.21	0.65
YKL141W	SDH3	11	1.66	0.54
iOx513I		0	1.8	0.49
YOR147W		15	1.4	0.73
YPR105C		16	1.96	0.56
YKL207W		11	1.77	0.56
iBx278I		0	2.13	0.41
iDx795I		0	1.11	1.03
iDx461I		0	1.69	0.53
YER053C		5	1.64	0.63
iHx050I		0	0.41	2.31
YEL036C	ANP1	5	1.23	0.74
YOR082C		15	0.72	1.08
iDx527I		0	1.28	0.85
YJL184W		10	1.09	0.73
YER119C		5	1.39	0.68
YOL065C	INP54	15	1.49	0.51
iLx039I		0	1.44	0.68
iHx116I		0	1.63	0.53
YOR148C	SPP2	15	0.86	1.01
YER093C-A		5	1.82	0.44
YFR010W	UBP6	6	0.52	1.76
iNx222I		0	1.28	0.64
YLR450W	HMG2	12	1.29	0.71
YDL079C	MRK1	4	1.35	0.68
YPL022W	RAD1	16	1.02	1.12
iCx170I		0	0.9	
iGx093I		0	0.8	1.81
YJL185C		10	0.99	1.02
iGx159I		0	0.36	2.39
iMx265I		13	0.89	1.45
YFR011C		6	0.34	2.78
YKL142W	MRP8	11	1.85	0.6
YPL023C	MET12	16	1.3	0.79
iOx514I		0	1.67	0.57
YKL208W	CBT1	11	1.81	0.46
iBx279I		0	1.99	0.37
iDx796I		0	1.08	0.94
YDR096W	GIS1	4	0.57	2.09
iDx462I		0	0.63	0.81
YER054C	GIP2	5	1.65	0.73
iHx051I		8	0.38	2.92
YEL037C	RAD23	5	0.82	1
iDx528I		0	1.45	0.65
YOL066C	RIB2	15	1.57	0.55
iHx117I		0	0.93	0.66
YOR149C	SMP3	15	1.34	0.81
iJx300I		0	1.3	1.34
iNx223I		0	1.24	0.79
YKL209C	STE6	11	1.38	0.98
YLR451W	LEU3	12	0.58	1.57
YDR097C	MSH6	4	0.61	1.73
YPR040W		16	1.4	0.58
iCx171I		0	1.41	0.81
iGx094I		0	0.46	3.02
YPR106W	ISR1	16	1.8	0.45
iMx266I		13	1.04	0.69
YLR452C	SST2	12	0.8	1.07
YOR083W		15	0.81	0.79
YKL143W	LTV1	11	1.78	0.58
iOx515I		0	1.97	0.4
YPR107C	YTH1	16	1.78	0.45
iDx797I		0	1.16	0.73
iDx463I		0	1.12	0.75
YER055C	HIS1	5	1.13	0.59
iHx052I		0	0.42	
iDx529I		0	1.73	0.46
YJL186W	MNN5	10	1.2	1
YKL144C	RPC25	11	1.15	0.93
YGL221C	NIF3	7	0.69	
YOL067C	RTG1	15	1.5	0.59
iHx118I		0	1.41	0.54
YFR012W		6	0.34	3.23
iNx224I		0	0.51	2.17
iJx301I		0	1.36	0.62
YDR098C	GRX3	4	1.04	1.04
YPR041W	TIF5	16	0.47	2.5
