INAME	GENE	CHR	SIMR_UP2_191FR	SIMR_UP2_254
iDx590I		0	0.79	1.19
iBx073I		0	1.19	0.88
YIL088C		9	0.92	0.96
iBx139I		0	0.53	1.57
iDx656I		0	1.21	0.49
iLx168I		0	1.59	0.57
iHx245I		0	0.32	3.97
iDx322I		0	1.57	0.49
YOR277C		15	1.26	0.54
iNx351I		0	1.35	0.74
YJL045W		10	1.09	
YKL003C	MRP17	11	0.43	1.85
iNx417I		0	0.67	2.14
YJR128W		10	1.58	0.38
iGx288I		0	1.01	1.35
iMx394I		0	0.35	2.42
iCx031I		0	1.06	0.65
YER182W		5	1.37	0.66
iMx060I		0	1.19	1.02
YJR129C		10	1.64	0.67
iMx126I		0	1.18	0.44
iIx203I		0	0.9	1
YLR312C		12	1.78	0.62
YKR020W		11	1.5	0.47
iDx591I		0	0.8	2.1
iBx074I		0	1.81	0.5
YER183C		5	0.8	1.08
YOR009W		15	0.99	1.01
iHx180I		0	0.59	1.01
iDx657I		0	2.16	0.49
iLx169I		0	0.26	3.14
iHx246I		0	1.58	0.57
iDx323I		0	1.33	0.57
iNx352I				0.43
YJR063W	RPA12	10	1.88	0.57
YJL046W		10	1.75	0.55
YPL152W	RRD2	16	0.8	
iGx289I		0	0.42	2.71
YPL218W	SAR1	16	0.29	3.71
iMx395I		0	0.73	1.47
iCx032I		0	0.77	0.97
YIL089W		9	1.16	1.03
iMx061I		0	1.25	0.67
YJL047C	RTT101	10	1.35	
YPR170C		16	1.17	0.58
YPL153C	RAD53	16	1.93	0.62
iMx127I		0	1.02	0.5
iIx204I		0	0.44	2.1
YOR278W	HEM4	15	0.64	1.5
YLR313C	SPH1	12	1.6	0.78
iOx310I		0	1.39	0.76
YKR021W		11	0.9	1.52
YKL004W	AUR1	11	0.54	2.24
iDx592I		0	1.07	0.98
iBx075I		0	0.86	0.82
YER184C		5	1.04	1.18
iHx181I		0	0.73	1.03
iDx658I		0	1.19	0.89
iHx247I		0	0.69	0.97
iDx324I		0	1.35	0.8
YOR279C		15	0.7	1.1
iNx353I		0	0.57	1.44
YJR064W	CCT5	10	1.08	0.82
YKR022C		11	0.61	1.84
YPL219W	PCL8	16	1.24	1.02
iMx396I				0.8
iCx033I		0	1.06	1.41
YJR065C	ARP3	10	1.02	1.06
iMx062I		0	1.62	0.48
YJL048C		10	0.36	4.21
YPL154C	PEP4	16	1.57	0.7
iIx205I				0.95
iMx128I		0	1.43	0.67
YLR314C	CDC3	12	1.87	0.54
iOx311I		0	1.18	0.65
iBx076I		0	1.18	0.88
iHx182I		0	1.5	
iDx659I		0	2.07	0.56
iHx248I				1.22
iDx325I		0	1.41	0.87
iNx354I		0	1.21	0.56
iNx020I		0	0.74	1.06
YPR171W		16	0.65	1.84
YFL060C	SNO3	6	1.81	0.59
iMx397I		0	0.53	1.76
iCx034I		0	1.12	0.63
YER185W		5	1.22	0.79
YBR220C		2	1.88	0.49
iOx580I		0	1.17	1.03
iMx063I		0	1.53	0.57
iIx140I		0	0.52	1.92
YPL155C	KIP2	16	1.41	0.67
iMx129I		0	1.01	0.81
iIx206I		0	0.91	
YGR100W	MDR1	7	1.55	0.67
iOx312I		0	1.54	0.54
YKR023W		11	0.66	1.5
YKL006W	RPL14A	11	0.45	1.76
iDx594I		0	0.79	1.09
iBx077I		0	1.44	0.69
YER186C		5	1.97	0.56
iHx183I		0	1.39	0.68
iDx260I		0	0.59	2.17
iHx249I		0	1.69	0.9
iDx326I		0	1.37	0.58
iNx355I		0	0.92	1.26
YJR066W	TOR1	10	0.82	0.97
YKR024C	DBP7	11	0.62	1.52
YJL049W		10	0.32	4.34
iNx021I		0	0.68	1.27
YPR172W		16	1.36	0.81
YLR315W		12	1.7	0.42
iMx398I		0	1.28	0.66
iCx035I		0	0.69	0.78
YBR221C	PDB1	2	1.6	0.63
YJR067C	YAE1	10	0.44	2.17
YPL090C	RPS6A	16	1.08	1.22
iMx064I		13	0.57	1.01
iOx581I		0	1.31	0.68
iIx141I		0	0.89	1.06
YPR173C	VPS4	16	0.71	1.27
YPL156C		16	0.61	1.53
iIx207I		0	0.33	2.62
YLR316C	TAD3	12	1.83	0.46
YGR101W		7	1.09	0.94
iOx313I		0	1.34	0.67
YKL007W	CAP1	11	0.55	1.86
iDx595I		0	1.48	0.5
iBx078I		0	1.34	0.59
iHx184I		0	1.2	0.8
iDx261I		0	0.63	1.5
iNx290I				1.89
iDx327I		4	1.17	0.69
YFL061W		6	1.75	0.62
iNx356I				0.91
YGR102C		7	1.2	0.89
YKL008C	LAC1	11	0.93	1.04
YLR250W	SSP120	12	0.71	1.46
iMx399I		0	1.06	0.67
iCx036I		0	0.96	0.88
YER187W		5	1.05	1.04
YBR222C	FAT2	2	1.94	0.62
iOx582I		0	1.63	0.51
iMx065I		0	1.42	0.72
iIx142I		0	1.04	0.61
YPR174C		16	1.42	0.74
iIx208I		0	0.65	1.11
iOx314I		0	0.52	1.85
YKR025W	RPC37	11	1.35	0.67
iDx596I		0	0.88	0.98
iBx079I		0	0.27	3.68
iHx185I		0	0.98	0.85
iDx262I		0	0.64	1.25
iNx291I		0	0.49	1.73
iDx328I		0	0.64	1.3
YFL062W	COS4	6	1.2	0.98
YGL020C		7	0.68	1.73
iNx357I		0	0.92	1.2
YJR068W	RFC2	10	0.39	2.29
YPL091W	GLR1	16	0.52	2.07
YKR026C	GCN3	11	1.38	0.6
iNx023I		0	0.9	0.93
iJx100I		0	1.02	0.66
YLR251W		12	0.97	1.16
YPL157W		16	1.05	0.92
YLR317W		12	1.9	0.48
iCx037I		0	0.7	1.19
YER188W		5	1.04	0.94
YBR223C		2	1.83	0.52
YJR069C	HAM1	10	0.29	3.3
iIx143I				0.62
iMx066I		13	1.25	0.62
iOx583I		0	1.84	0.53
iEx220I		0	0.97	0.85
YPL158C		16	1.25	0.75
iIx209I		0	0.88	1.06
YGR103W		7	0.94	1.34
iOx315I		0	0.21	3.42
iDx597I		0	0.98	1.32
YKL009W	MRT4	11	0.95	1.05
iHx186I		0	0.84	1.03
iDx263I		0	0.36	3.24
iNx292I		0	0.73	0.96
iDx329I		0	0.55	2.36
YFL063W		6	0.54	2.55
iNx358I		0	0.66	1.26
YPL092W	SSU1	16	1.15	0.77
YGR104C	SRB5	7	0.67	1.73
iNx024I		0	0.79	1.15
iJx101I		0	1.56	0.64
YPR175W	DPB2	16	0.86	1.12
YLR252W		12	1.27	0.92
YLR318W	EST2	12	0.5	
YFL064C		6	1.54	0.72
iCx038I		0	0.31	3.54
YER189W		5	1.54	0.67
iOx584I		0	1.02	1.16
iMx067I		0	1.62	0.46
iIx144I		0	1.02	0.91
iEx221I		0	0.61	0.97
YPR176C	BET2	16	0.87	1.45
iOx250I		0	1.18	0.66
YPL159C		16	0.42	2.21
YGL021W	ALK1	7	1.35	0.78
YLR319C	BUD6	12	1.25	0.98
iOx316I		0	0.35	2.79
YKR027W		11	1.76	0.55
iDx598I		0	1.4	0.91
YMR210W		13	1.53	0.56
iHx187I		0	0.46	2.48
iDx264I		0	0.3	2.62
iNx293I		0	1.17	0.78
iJx370I		0	1.49	0.69
YBR224W		2	3.04	0.54
iNx359I		0	1.4	0.73
YPL093W	NOG1	16	1.53	0.59
iNx025I		0	1.5	
iJx102I		0	1.71	0.5
YLR253W		12	0.97	1.13
YFL065C		6	1.75	
iCx039I		0	0.74	1.51
YPL094C	SEC62	16	1.27	0.56
iOx585I		0	1.53	0.69
iMx068I		0	1.61	0.61
iIx145I		0	1.04	0.69
iEx222I		0	1.37	0.47
YPR177C		16	0.96	0.99
YLR254C		12	0.85	1.14
iOx251I		0	0.93	0.82
YGL022W	STT3	7	1.88	0.54
YGR105W	VMA21	7	0.71	
iOx317I		0	1.9	0.42
YKR028W	SAP190	11	0.48	2.04
iDx599I		0	1.86	0.57
YMR211W		13	0.99	0.93
iHx188I		0	1.32	0.8
iDx265I		0	0.2	5.67
iNx294I				0.84
iJx371I		0	1.8	0.42
YBR225W		2	0.97	1.43
YGL023C	PIB2	7	1.5	0.68
YGR106C		7	1.15	0.86
YKR029C		11	0.39	2.57
iNx026I		0	1.2	0.92
iJx103I		0	1.63	0.44
YMR212C		13	1.34	0.82
iIx080I		0	0.92	0.68
YFL066C		6	1.75	0.8
YBR226C		2	0.42	3.9
YPL095C		16	0.88	1.01
iOx586I		0	1.67	0.53
iMx069I		0	1.18	0.74
iIx146I		0	0.34	2.98
iEx223I		0	1.48	0.45
YLR255C		12	0.95	0.61
YGR040W	KSS1	7	1.41	0.65
iOx252I		0	1.33	
iOx318I		0	1.22	0.91
iHx189I		0	1.57	0.58
iDx266I		0	0.16	5.99
YBR160W	CDC28	2	1.49	0.68
iNx295I		0	0.9	0.91
iJx372I		0	1.44	0.56
YML130C	ERO1	13	1.32	0.85
iNx027I		0	1.87	0.43
iJx104I		0	1.33	0.58
YPR178W	PRP4	16	0.73	1.3
iPx210I		16	1	0.55
iIx081I		0	1.13	
YBR227C	MCX1	2	0.5	2.45
iOx587I		0	1.76	0.58
iIx147I		0	2.07	0.66
iEx224I		0	1.64	0.51
YDR410C				0.75
YPR179C		16	0.78	1.31
YGR041W	BUD9	7	1.62	0.73
iOx253I		0	1.64	0.66
iKx330I		0	1.38	0.57
YGL024W		7	1.36	0.72
iOx319I		0	0.57	1.18
YGR107W		7	1.57	0.56
YMR213W	CEF1	13	1.72	0.52
iDx267I				0.73
YBR161W		2	0.61	1.93
iNx296I		0	1.42	0.57
iJx373I		0	0.57	2
YFL067W		6	1.24	1.05
YGL025C	PGD1	7	1.3	0.8
YLR190W		12	1.42	0.57
YPL096W		16	1.01	0.96
iNx028I		0	0.68	1.1
iJx105I		0	1.4	0.49
YLR256W	HAP1	12	0.8	1.63
iPx211I		0	0.98	0.56
YBR162C		2	1.1	0.98
iIx082I		0	1.41	0.71
iOx588I		0	2.01	0.54
iIx148I		0	1.82	0.56
iEx225I		0	1.17	0.77
YDR411C		4	1.41	0.55
YGR042W		7	1.33	0.61
iOx254I		0	0.53	2.02
iKx331I		0	0.55	1.42
YML131W		13	1.15	0.94
YGR108W	CLB1	7	1.57	0.76
YMR214W	SCJ1	13	1.12	0.84
iDx268I		0	0.9	0.74
iNx297I		0	1.78	0.5
iJx374I		0	0.33	2.37
YGR043C		7	1.34	0.62
YFL068W		6	1.05	1.18
iPx480I		16	0.63	1.11
iJx040I		0	0.94	1.3
YGL026C	TRP5	7	1.43	0.66
YLR191W	PEX13	12	0.84	1.3
YBR228W		2	0.93	1.32
YPL097W	MSY1	16	1.57	0.62
YGR109C	CLB6	7	0.91	1.02
iNx029I		0	1.89	0.43
iJx106I		0	1.54	0.44
YLR257W		12	1.26	0.69
iPx212I		0	1.14	0.56
YBL080C	PET112	2	1.94	0.5
iIx083I				0.58
iEx160I		0	1.14	0.74
YLR192C	HCR1	12	0.72	1.2
YBR229C	ROT2	2	1.19	1.06
YPL098C		16	1.42	0.6
iEx226I				0.62
iOx589I		0	1.25	0.85
iIx149I		0	0.47	2.1
iOx255I		0	2.07	0.52
iKx332I		0	0.38	2.33
YML132W	COS3	13	1.2	1
YMR215W		13	0.79	1.42
iDx269I		0	1.2	0.82
YBR163W	DEM1	2	0.95	1.16
iNx298I		0	1.33	0.76
iJx375I		0	1.29	0.63
YGR044C	RME1	7	1.47	0.62
iPx481I		0	0.72	1.62
iJx041I		0	1.28	0.69
YGL027C	CWH41	7	1.08	1.16
YMR150C	IMP1	13	1.11	0.82
YML133C		13	1.4	0.98
YDR412W		4	1.51	0.47
iJx107I		0	1.47	0.65
YLR258W	GSY2	12	0.5	2.2
YMR216C	SKY1	13	1.24	0.81
YHR001W		8	0.46	3.09
iPx213I		0	0.68	1.2
YBR164C	ARL1	2	0.73	1.8
iIx084I		0	1.35	0.53
iEx161I		0	1.03	
YLR193C		12	1.37	0.79
iOx190I		0	0.56	1.44
YPL099C		16	1.12	0.91
iEx227I		5	1.35	0.73
YDR413C		4	1.49	0.54
YLR259C	HSP60	12	0.43	1.89
YEL076W-C		5	1.84	0.79
iOx256I		0	1.65	0.73
iKx333I		0	1.16	0.98
iGx410I		0	0.88	1.19
YML010W-A	spt5	13	0.43	2.38
YML010W-B		13	0.22	3.88
YBL081W		2	1.4	0.6
iNx299I		0	1.2	0.5
iJx376I		0	1.26	0.93
YGR045C		7	1.5	0.61
iPx482I		0	0.43	2.01
iJx042I		0	1.26	0.61
YGL028C	SCW11	7	0.72	1.51
iJx108I		0	1.57	0.52
YHR002W		8	0.4	2.87
iPx214I		0	1.26	
YBL082C	RHK1	2	1.79	0.42
iEx162I				1.79
iIx085I		0	0.73	1.15
YLR194C		12	1.5	0.63
iOx191I		0	0.56	1.68
iEx228I		0	1.16	0.68
YDR414C	ERD1	4	1.65	0.47
iOx257I				0.91
iGx411I		7	0.96	1.09
iKx334I		0	1.07	
YHR003C		8	0.31	3.13
YMR151W	YIM2	13	1.36	0.7
YMR217W	GUA1	13	1.17	0.92
iJx377I		0	0.85	0.91
YBR165W	UBS1	2	0.68	1.82
iLx560I				0.62
iPx483I		0	1.1	0.75
iJx043I		0	1.02	0.97
iFx120I		0	0.85	0.98
iJx109I		0	0.79	1.2
YMR218C	TRS130	13	1.13	1.14
iPx215I		0	1.89	0.35
YBL083C		2	2.07	0.61
YBR166C	TYR1	2	1	1.33
iIx086I		0	1.13	0.88
YLR195C	NMT1	12	1.62	0.6
iOx192I		0	0.64	1.81
iEx229I		5	0.73	2.13
YCL040W	GLK1	3	1	
YDR415C		4	2.07	0.51
iOx258I		0	1.02	0.83
iKx335I		0	1.25	0.59
iGx412I		0	0.93	0.99
YGR046W		7	0.63	1.65
YGL029W	CGR1	7	0.47	1.76
YHR004C	NEM1	8	0.38	2.74
iKx001I		0	0.77	1.91
YMR152W	YIM1	13	1.12	0.89
iJx378I		0	2.13	0.45
YGR047C				1.11
iPx484I		0	1.46	0.72
iLx561I		0	1.31	0.66
iJx044I		0	0.63	1.71
iFx121I		0	0.61	
iPx150I		16	1.76	0.54
iPx216I		0	1.7	0.42
YBL084C	CDC27	2	1.17	1.21
YBR167C	POP7	2	1.13	0.89
iIx087I		0	1.46	0.72
YDR350C	TCM10	4	1.47	0.78
iOx193I		0	0.22	3.58
iKx270I		0	0.81	1.03
iKx336I				0.81
iOx259I		0	1.05	0.64
iGx413I		0	1.72	0.6
YHR005C	GPA1	8	0.5	1.73
YML070W	DAK1	13	1.63	0.57
iKx002I		0	1.02	1.37
YMR153W	NUP53	13	0.74	1.31
YMR219W	ESC1	13	0.86	
iJx379I		0	0.32	2.4
YML071C		13	0.73	
iPx485I		0	2.08	0.51
iLx562I		0	1.2	0.63
iJx045I		0	0.81	1.02
iFx122I		0	1.28	0.64
YLR196W	PWP1	12	1.78	0.56
YMR154C	RIM13	13	0.99	0.95
iPx151I		0	1.58	0.53
YDR416W	SYF1	4	1.94	0.42
iPx217I		0	1.92	0.53
iEx165I		5	1.05	0.7
iIx088I		0	0.32	2.44
iOx194I		0	0.35	2.27
iKx271I		0	1.29	0.77
YCL042W		3	0.99	0.65
YDR417C		4	1.45	0.48
iKx337I		0	0.91	0.71
iGx414I		0	2	0.5
YGR048W	UFD1	7	1.68	0.54
iKx003I		0	1.05	0.98
YCL043C	PDI1	3	1.33	0.71
YBR168W		2	0.41	3.12
iBx200I		0	0.67	2.26
YML072C		13	1.08	0.62
YDR351W	SBE2	4	1.41	
iPx486I		0	1.44	0.56
iLx563I		0	0.83	
iJx046I		0	0.82	1.13
iFx123I		0	1.46	0.6
YLR197W	SIK1	12	1.11	1.04
iPx152I		16	0.94	0.75
iPx218I		0	1.13	0.92
YHR006W	STP2	8	0.44	1.57
YBL086C		2	2.16	0.55
YBR169C	SSE2	2	0.43	2.11
iIx089I		0	1.07	0.9
iEx166I		0	1.21	0.69
YLR198C		12	0.78	1.45
YCR060W		3	0.83	
iOx195I		0	0.31	2.02
iKx272I		0	1.21	1.04
iKx338I		0	1.72	0.51
iGx415I		0	1.66	0.54
YGR049W	SCM4	7	1.91	0.48
YHR007C	ERG11	8	0.33	3.57
iKx004I		0	1.27	0.68
YMR155W		13	1.07	1.09
YCL044C		3	1.2	0.65
iBx201I		0	0.86	1.05
YML073C	RPL6A	13	1.3	0.69
YIL150C	DNA43	9	1.98	0.68
iPx487I		0	0.76	1.2
iLx564I		0	1.45	0.69
iJx047I		0	1.65	0.86
iFx124I		0	0.25	4.47
YDR352W		4	0.76	1.12
YMR156C		13	0.73	1.26
YMR119W-A		13	0.65	1.28
iPx153I		0	0.36	1.89
iLx230I		0	0.54	2.19
YDL001W		4	0.34	2.8
YDR418W	RPL12B	4	1.44	0.71
iPx219I		0	1.39	0.65
YNL030W	HHF2	14	1.21	0.72
YBL087C	RPL23A	2	1.52	
iEx167I		0	0.21	3.99
YLR199C		12	0.53	1.87
YCR061W		3	1.74	0.49
iOx196I		0	0.63	1.7
iKx273I		0	0.3	3.36
iGx350I		0	1.35	0.65
YDL002C	NHP10	4	0.41	3.1
YMR090W		13	1.28	0.74
iKx339I		0	1.57	0.56
iGx416I		0	1.79	0.5
YHR008C	SOD2	8	0.85	0.87
YNL031C	HHT2	14	0.99	0.86
iKx005I		0	1.2	0.78
YCL045C		3	0.78	1.43
YMR091C	NPL6	13	1.32	0.64
YML074C	NPI46	13	1.11	0.79
YIL151C		9	0.56	1.12
iPx488I		0	1.12	0.94
iLx565I		0	1.82	0.53
iJx048I		0	0.43	3.3
iFx125I		0	1.27	0.79
iBx202I		0	0.95	0.96
YMR157C		13	0.88	1.1
iLx231I		12	0.54	2.21
iPx154I		0	1.46	0.75
YOR340C	RPA43	15	1.45	0.76
YDR419W	RAD30	4	1.65	0.63
YCR062W		3	1.61	0.61
iOx197I				1.23
iKx274I		0	0.71	1.12
iGx351I		0	0.66	1.63
YDR020C		4	1.49	0.47
iGx417I		0	0.31	3.42
YHR009C		8	0.58	0.96
iKx006I		0	1.26	0.69
iFx060I		0	0.9	0.77
YMR092C	AIP1	13	1.85	0.54
YML075C	HMG1	13	1.57	
iPx489I		0	1.7	0.6
iLx566I		0	1.44	0.61
iJx049I		0	1.58	0.5
iFx126I		0	1.45	0.5
iDx720I		0	0.52	1.76
iBx203I		0	1.55	0.62
YDR354W	TRP4	4	1.55	0.61
iPx155I				0.71
iLx232I		12	0.25	3.54
YDL003W	MCD1	4	0.41	2.75
YNL032W	SIW14	14	1.51	0.59
iEx169I		0	0.49	2.12
YDR355C		4	1.51	
YCR063W		3	1.17	0.58
iOx198I		0	0.51	1.73
iKx275I		0	1.14	0.53
iGx352I		0	1.26	0.73
YCL046W		3	0.86	
iGx418I		0	1.17	0.87
YNR050C	LYS9	14	0.5	2.21
YIL152W		9	0.49	2.26
YJL110C	GZF3	10	0.43	2.54
iKx007I		0	1.51	0.38
YMR158W		13	0.78	1.36
YOR341W	RPA190	15	1	1
YCR064C		3	1.46	
YBL089W		2	0.64	
iFx061I		0	0.67	1.12
YCL047C		3	0.47	2.18
iPx090I		16	0.69	0.58
YML076C		13	0.41	2.15
iDx721I		4	0.8	1.43
iLx567I		0	0.41	2.13
iFx127I		0	1.24	0.69
iBx204I		0	1.9	0.49
YMR159C	APG16	13	0.74	
YDR021W	FAL1	4	1.24	0.79
iHx310I				2.03
iLx233I		12	0.13	6.49
iPx156I		0	1.37	0.67
YOR342C		15	0.67	1.6
YDL004W	ATP16	4	0.73	1.46
YNL033W		14	1.52	0.64
iOx199I		15	0.51	1.81
iKx276I		0	1.74	0.57
iGx353I		0	0.99	0.88
YDR022C	CIS1	4	0.88	1
YDL005C	MED2	4	0.25	3.8
YMR093W		13	1.92	0.43
iGx419I		0	0.39	2.22
YNR051C		14	0.95	1.09
YIL153W	RRD1	9	0.66	1.3
iKx008I		0	1.52	0.46
iFx062I		0	1.5	0.66
YDR290W		4	1.16	
iPx091I		0	1.37	0.63
YIL154C	IMP2'	9	1.19	0.65
iLx568I		0	1.74	0.61
iDx722I		0	0.93	1.32
iBx205I		0	1.61	0.42
iFx128I	RPL29	6	1.26	0.69
YDR356W	NUF1	4	0.82	1.12
iLx234I		12	0.19	5.09
iPx157I		0	1.07	0.73
iHx311I		0	0.71	2.01
YOR343C		15	1.23	0.56
YJL111W	CCT7	10	0.51	2.12
YNL034W		14	1.38	0.75
YDR357C		4	0.72	1.26
iKx277I		0	1.87	0.48
iGx354I		0	1.12	0.62
YCR065W	HCM1	3	0.6	
YCL048W		3	0.59	2.25
iMx460I		0	1.24	0.78
iGx020I		0	1.45	0.73
YMR094W	CTF13	13	1.42	0.7
YNR052C	POP2	14	1.32	0.82
YML077W	BET5	13	0.28	4.27
YNL035C		14	1.34	0.83
iKx009I		0	1.55	0.73
iBx140I				1.5
iFx063I		0	1.5	0.69
YDR291W		4	0.53	
YCL049C		3	1.24	0.99
YMR095C	SNO1	13	1.23	0.76
iPx092I		0	1.23	0.6
YIL155C	GUT2	9	0.42	3.01
iLx569I		0	2.29	0.47
iFx129I		0	1.47	0.61
iDx723I		0	0.89	0.96
iBx206I		0	1.09	0.63
YDR023W	SES1	4	1.3	0.62
iLx235I		12	0.2	4.86
iHx312I		8	0.69	1.78
iPx158I		0	1.71	0.51
YEL017C-A	PMP2	5	1.67	0.73
YOR344C	TYE7	15	1.45	0.84
YDL006W	PTC1	4	0.24	
YOR010C	TIR2	15	0.91	1.21
YJL112W		10	1.62	0.72
YDR292C	SRP101	4	0.33	3.09
iGx355I				0.8
iKx278I		0	0.49	1.71
YCR066W	RAD18	3	0.38	2.96
iMx461I		0	1.6	0.64
iGx021I		0	1.82	0.43
YNR053C		14	1.21	0.74
YJR130C		10	1.71	0.45
YML078W	CPR3	13	0.41	2.05
YCR067C	SED4	3	0.3	3.71
iBx141I				1.2
iFx064I		0	1.08	0.77
iPx093I		0	1.61	0.58
iLx170I		0	0.77	1.29
iDx724I		0	1.62	0.5
iBx207I		0	1.59	0.46
YDR358W		4	0.37	2.94
YDR024W		4	0.6	0.66
iLx236I		12	0.2	3.49
iHx313I		8	1.19	0.77
iPx159I		0	1.04	1.2
YOR345C		15	1.28	0.86
YDL007W	RPT2	4	0.44	1.84
YJL113W		10	0.38	2.46
YNL036W	NCE103	14	0.86	1.06
iGx290I		0	0.2	3.78
YDR359C		4	0.49	1.71
iKx279I		0	0.84	1.18
iGx356I		0	0.85	0.96
YIL090W		9	1.75	0.51
iMx462I		0	1.61	0.66
iGx022I		0	0.92	0.95
YMR096W	SNZ1	13	0.5	1.83
YNR054C		14	1.7	0.5
YML079W		13	0.45	1.95
YIL156W	UBP7	9	0.55	2.13
YNL037C	IDH1	14	0.54	1.74
YOR011W		15	1.07	0.97
YIL091C		9	1.02	1.18
iFx065I		0	1.24	0.6
iBx142I		0	0.39	2.04
YMR097C		13	0.53	1.73
iLx171I				0.77
iPx094I		0	0.9	1.07
YIL157C		9	1	0.85
iDx725I		0	1.04	1.09
iBx208I		0	1.96	0.45
YOR280C		15	1.67	0.61
YDR025W	RPS11A	4	0.36	2.07
iHx314I		8	1.49	0.62
iLx237I		0	0.3	3.66
YDL008W	APC11	4	0.51	1.84
YJR131W	MNS1	10	2.01	0.4
YJL114W		10	1.57	1.07
YDR294C	DPL1	4	1.79	0.53
iGx291I		0	0.53	1.7
YPL220W	RPL1A	16	1.25	0.75
iGx357I		0	0.45	1.46
YCR068W		3	1.69	0.63
YDR026C		4	0.22	3.34
iCx100I		0	0.32	2.03
iMx463I		13	0.82	1.74
iGx023I		0	0.79	0.96
YDL009C		4	0.58	1.86
YNR055C	HOL1	14	1.17	0.73
YOR346W	REV1	15	0.59	1.97
YOR012W		15	1.46	0.7
iDx660I		4	1.62	0.71
iFx066I		0	1.37	0.74
iBx143I		0	0.45	2.28
YMR098C		13	1.4	0.74
iPx095I		0	1.08	0.84
iLx172I		0	1.51	0.6
iDx726I		0	1.91	0.47
iBx209I		0	2.09	0.46
YOR281C		15	1.61	0.5
iHx315I				0.95
iLx238I		12	0.25	2.63
YOR347C	PYK2	15	0.46	2.64
YJR132W	NMD5	10	1.13	0.71
YJL115W	ASF1	10	1.09	1.03
YNL038W		14	0.51	1.39
YDR295C		4	1.87	0.47
iGx292I		0	0.92	1.54
YPL221W	BOP1	16	1.58	0.55
iGx358I		0	1.17	
YCR069W	SCC3	3	0.59	1.53
YDR027C	LUV1	4	0.73	0.9
YIL092W		9	0.73	1.22
iCx101I		0	1.37	0.63
iMx464I		0	0.77	1.08
iGx024I		0	1.31	0.43
YNR056C	BIO5	14	1.58	0.7
YIL158W		9	0.84	1.07
iMx130I		0	0.98	0.73
YJL116C	NCA3	10	1.84	0.6
YOR013W		15	1.45	0.68
YIL093C		9	1.63	0.6
iFx067I		0	1.75	0.55
iDx661I		0	0.99	0.77
iBx144I		0	0.62	2.38
YMR099C		13	1.47	
iPx096I		0	0.43	2.22
iLx173I		0	0.57	1.49
iHx250I		0	1.22	0.76
iDx727I		0	1.22	0.77
iHx316I		8	0.79	2.12
iLx239I		0	0.31	3.79
YJL050W	MTR4	10	1.11	1.04
YOR348C	PUT4	15	1.55	0.61
YJR133W	XPT1	10	0.41	2.07
YNL039W	TFC5	14	1.14	0.87
iGx293I		0	0.32	2.97
YPL222W		16	1.42	0.61
YML048W-A		13	1.15	0.61
iGx359I				0.72
YDR028C	REG1	4	1.57	0.65
iMx465I		13	0.63	1.09
iGx025I		0	1.43	0.44
YNR057C	BIO4	14	1.29	0.83
YJR134C	SGM1	10	0.56	1.72
YIL159W	BNR1	9	0.76	
iMx131I		0	0.2	3.72
YOR282W		15	1.31	0.49
YPL223C	GRE1	16	0.95	0.75
YOR014W	RTS1	15	1.14	1.09
YIL094C	LYS12	9	0.43	1.92
iBx145I				1
iFx068I		0	0.52	1.61
iDx662I		0	0.88	0.86
YDR296W	MHR1	4	1.16	0.52
iPx097I		0	0.33	3.01
iLx174I		0	1.16	1.01
iHx251I		0	0.41	1.72
iDx728I		0	1.84	0.46
iHx317I		8	1.31	1.49
YJL051W		10	1.68	0.64
YJL117W	PHO86	10	1.86	0.63
iGx294I		0	0.32	2.62
iMx466I		0	0.86	0.9
iGx026I		0	0.68	1.39
YJR135C	MCM22	10	1.61	0.66
iMx132I		0	0.32	3.33
YOR283W		15	1.59	0.46
YPL224C	MMT2	16	0.85	1.11
YOR349W				1.47
iBx080I		0	0.48	1.72
YOR015W		15	0.79	1.11
iFx069I		0	0.55	1.64
iDx663I		0	1.03	0.97
iBx146I		0	0.68	1.4
YDR297W	SUR2	4	1.49	0.52
iPx098I		0	0.83	1.04
iLx175I		0	0.56	1.34
iHx252I		0	1.63	0.64
iDx729I		0	1.04	1.03
iHx318I		8	1.43	0.84
YDR029W		4	1.29	
YJL052W	TDH1	10	0.92	1.27
YKL010C	UFD4	11	0.91	1.01
YNR058W	BIO3	14	1.3	1.06
YOR016C	ERP4	15	0.87	1.01
YJL118W		10	1.61	0.65
YDR298C	ATP5	4	1.42	0.61
iGx295I		0	0.84	1.13
YJR070C		10	0.65	1.34
YIL095W	PRK1	9	0.52	1.71
iMx467I		0	0.57	1.91
iGx027I		0	0.94	1.06
YJR136C		10	0.99	0.91
iMx133I		0	0.84	0.88
iIx210I		0	0.82	0.96
YOR284W		15	1.7	0.6
YJL119C		10	1.73	0.64
iBx081I		0	1	0.88
YIL096C		9	0.9	0.86
iDx664I		0	1.92	0.42
iBx147I		0	1.22	0.76
iPx099I		0	1.97	0.43
iLx176I		0	0.96	1.34
iHx253I		0	1.68	0.49
iDx330I		0	0.62	2.21
iHx319I		8	1.23	1.28
YJL053W	PEP8	10	2.02	0.66
YKL011C	CCE1	11	0.36	2.86
YNR059W	MNT4	14	1.46	
iGx296I		0	1.01	0.9
YPL225W		16	0.65	1.41
YER190W	YRF1-2	5	1.56	0.91
iCx105I		3	1.25	0.85
